https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BUSD,tradecount
1699660800000,2023-11-11,ETHBUSD,2078.43,2090.94,2030.0,2054.83,12742.2683,26252295.306007,29968
1699574400000,2023-11-10,ETHBUSD,2121.36,2137.25,2065.85,2078.16,17965.703,37739419.898499,45161
1699488000000,2023-11-09,ETHBUSD,1888.5,2131.94,1881.84,2121.01,30401.2811,60981279.548476,75033
1699401600000,2023-11-08,ETHBUSD,1885.79,1904.89,1873.36,1888.07,6122.4097,11570383.894116,18133
1699315200000,2023-11-07,ETHBUSD,1901.19,1907.0,1850.04,1885.87,6876.8774,12938034.62973,23671
1699228800000,2023-11-06,ETHBUSD,1893.49,1914.68,1870.39,1901.11,5721.0746,10833446.739729,19796
1699142400000,2023-11-05,ETHBUSD,1856.24,1913.47,1847.01,1894.0,8972.1959,16912449.453883,29727
1699056000000,2023-11-04,ETHBUSD,1833.41,1870.02,1824.74,1856.19,3933.7099,7233494.189713,14835
1698969600000,2023-11-03,ETHBUSD,1801.34,1834.74,1777.66,1833.24,6078.6466,10955456.137289,19091
1698883200000,2023-11-02,ETHBUSD,1847.27,1874.33,1785.01,1800.73,7330.5358,13436527.354318,22314
1698796800000,2023-11-01,ETHBUSD,1814.82,1857.78,1783.85,1847.34,11739.0215,21360652.696621,30428
1698710400000,2023-10-31,ETHBUSD,1809.28,1819.36,1781.98,1815.27,6856.4217,12342549.803761,19637
1698624000000,2023-10-30,ETHBUSD,1792.17,1829.78,1776.58,1809.57,8979.3255,16190332.680533,23729
1698537600000,2023-10-29,ETHBUSD,1772.61,1808.06,1760.6,1791.8,4983.8657,8901494.043632,13797
1698451200000,2023-10-28,ETHBUSD,1777.81,1800.78,1766.67,1773.22,2976.7495,5309059.533023,11466
1698364800000,2023-10-27,ETHBUSD,1802.53,1804.03,1743.0,1778.6,11505.8181,20457307.142876,22975
1698278400000,2023-10-26,ETHBUSD,1787.44,1866.41,1762.5,1803.45,18247.0566,33002078.352977,43060
1698192000000,2023-10-25,ETHBUSD,1784.81,1817.6,1760.82,1787.14,12299.5494,22001864.79019,32640
1698105600000,2023-10-24,ETHBUSD,1765.59,1854.57,1757.05,1785.0,21200.59,38229343.009582,59194
1698019200000,2023-10-23,ETHBUSD,1664.01,1799.85,1657.75,1764.11,22216.3765,37984599.551724,54432
1697932800000,2023-10-22,ETHBUSD,1629.35,1667.99,1621.69,1664.0,7788.8536,12766933.017825,21383
1697846400000,2023-10-21,ETHBUSD,1604.1,1643.99,1592.34,1629.34,6124.4987,9913701.861735,17649
1697760000000,2023-10-20,ETHBUSD,1566.79,1630.07,1561.3,1604.22,11699.753,18728357.413861,26788
1697673600000,2023-10-19,ETHBUSD,1563.48,1574.34,1541.02,1566.84,8690.9389,13533572.218981,21838
1697587200000,2023-10-18,ETHBUSD,1564.69,1585.42,1555.88,1563.48,7262.9022,11414866.224117,16162
1697500800000,2023-10-17,ETHBUSD,1599.44,1600.27,1550.0,1564.48,8268.3497,13021421.753983,20212
1697414400000,2023-10-16,ETHBUSD,1557.68,1641.0,1555.18,1599.39,16406.8853,26092674.224522,38908
1697328000000,2023-10-15,ETHBUSD,1554.37,1600.0,1548.0,1557.68,14591.5585,22886313.765512,23604
1697241600000,2023-10-14,ETHBUSD,1551.74,1561.16,1544.0,1554.36,3185.66,4947089.727575,7455
1697155200000,2023-10-13,ETHBUSD,1539.24,1575.97,1537.41,1551.72,8501.8348,13180557.097033,18420
1697068800000,2023-10-12,ETHBUSD,1566.6,1568.25,1520.0,1539.28,9503.2588,14665824.783812,22383
1696982400000,2023-10-11,ETHBUSD,1567.19,1577.98,1542.87,1566.63,10603.1779,16560121.692011,22994
1696896000000,2023-10-10,ETHBUSD,1580.23,1594.99,1550.0,1567.01,10558.507,16643728.685259,24974
1696809600000,2023-10-09,ETHBUSD,1633.11,1636.63,1546.92,1580.39,16374.4204,25950137.610911,33012
1696723200000,2023-10-08,ETHBUSD,1634.29,1641.88,1616.67,1633.11,4524.5181,7374085.140657,14856
1696636800000,2023-10-07,ETHBUSD,1645.18,1647.94,1630.45,1634.3,3116.2543,5106575.846063,11089
1696550400000,2023-10-06,ETHBUSD,1612.01,1663.0,1611.79,1645.15,8717.0205,14256891.381679,28004
1696464000000,2023-10-05,ETHBUSD,1647.02,1655.07,1606.08,1611.93,11925.1328,19426452.363062,31934
1696377600000,2023-10-04,ETHBUSD,1656.89,1657.55,1623.05,1647.12,12566.3929,20634976.000868,31434
1696291200000,2023-10-03,ETHBUSD,1662.33,1670.38,1643.17,1656.79,10160.5616,16846149.4781,30918
1696204800000,2023-10-02,ETHBUSD,1733.59,1743.36,1636.5,1662.11,22424.9413,38017677.144214,57726
1696118400000,2023-10-01,ETHBUSD,1670.79,1760.29,1668.4,1733.45,10537.2428,17929502.172402,35158
1696032000000,2023-09-30,ETHBUSD,1667.19,1694.0,1665.83,1670.79,5616.0689,9421942.476292,19967
1695945600000,2023-09-29,ETHBUSD,1652.91,1687.75,1648.1,1667.15,14982.4969,25001109.75875,34691
1695859200000,2023-09-28,ETHBUSD,1597.13,1666.91,1596.66,1652.92,19674.4783,32211714.181306,48434
1695772800000,2023-09-27,ETHBUSD,1593.22,1632.74,1582.53,1597.11,12255.2138,19665986.899303,31370
1695686400000,2023-09-26,ETHBUSD,1587.88,1599.0,1579.37,1593.25,7475.387,11873634.323023,19342
1695600000000,2023-09-25,ETHBUSD,1580.83,1596.74,1563.33,1587.75,11931.1235,18858644.01559,28694
1695513600000,2023-09-24,ETHBUSD,1593.69,1601.08,1570.02,1580.64,6617.3217,10511288.965824,21139
1695427200000,2023-09-23,ETHBUSD,1592.85,1598.21,1587.56,1593.69,3343.4158,5324575.778002,13118
1695340800000,2023-09-22,ETHBUSD,1583.75,1602.52,1576.27,1592.84,10154.6589,16172142.226422,24334
1695254400000,2023-09-21,ETHBUSD,1622.24,1625.38,1567.59,1583.76,18835.4124,30087483.543163,39387
1695168000000,2023-09-20,ETHBUSD,1643.37,1649.59,1604.92,1622.21,17133.576,27907664.358626,34657
