https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BUSD,tradecount
1695081600000,2023-09-19,ETHBUSD,1636.97,1661.4,1626.63,1643.3,14211.9203,23370111.520884,31907
1694995200000,2023-09-18,ETHBUSD,1623.17,1669.49,1604.0,1637.1,19416.0411,31872278.100688,41924
1694908800000,2023-09-17,ETHBUSD,1634.76,1635.28,1612.52,1622.9,7661.6911,12456163.283187,19205
1694822400000,2023-09-16,ETHBUSD,1641.34,1652.51,1631.74,1634.77,5611.7098,9198842.637764,16944
1694736000000,2023-09-15,ETHBUSD,1626.73,1654.13,1611.77,1641.34,11105.6582,18094388.128524,29080
1694649600000,2023-09-14,ETHBUSD,1607.58,1644.37,1606.99,1626.82,18770.8046,30528801.035025,44126
1694563200000,2023-09-13,ETHBUSD,1593.27,1618.79,1581.71,1607.69,17970.4904,28742646.403118,39926
1694476800000,2023-09-12,ETHBUSD,1551.61,1625.93,1549.51,1593.27,30638.3739,48809309.717208,57077
1694390400000,2023-09-11,ETHBUSD,1616.87,1618.61,1530.2,1551.55,30521.6414,48069562.202969,60712
1694304000000,2023-09-10,ETHBUSD,1635.43,1635.71,1595.74,1617.11,16422.7843,26575440.462335,35371
1694217600000,2023-09-09,ETHBUSD,1636.25,1637.44,1629.6,1635.43,5187.4336,8477586.309822,13482
1694131200000,2023-09-08,ETHBUSD,1647.13,1658.16,1615.11,1636.12,17675.358,28893757.535624,33563
1694044800000,2023-09-07,ETHBUSD,1632.25,1658.8,1622.95,1647.16,16784.7669,27490134.602094,32380
1693958400000,2023-09-06,ETHBUSD,1634.09,1670.0,1608.41,1632.24,16014.9618,26142052.005089,38978
1693872000000,2023-09-05,ETHBUSD,1630.29,1648.54,1609.71,1634.1,16328.7826,26594212.093582,37933
1693785600000,2023-09-04,ETHBUSD,1636.03,1644.72,1615.81,1630.29,15480.1229,25247457.647413,35210
1693699200000,2023-09-03,ETHBUSD,1636.42,1647.96,1625.01,1636.02,11834.0031,19354936.758772,29427
1693612800000,2023-09-02,ETHBUSD,1628.47,1644.63,1627.33,1636.41,8779.4982,14346528.47759,23881
1693526400000,2023-09-01,ETHBUSD,1645.82,1654.37,1602.0,1628.26,18488.1407,30172218.457184,55828
1693440000000,2023-08-31,ETHBUSD,1705.3,1727.21,1630.01,1645.82,25674.6094,43103580.054927,67251
1693353600000,2023-08-30,ETHBUSD,1729.22,1730.8,1695.0,1705.38,17906.3295,30637224.719059,49515
1693267200000,2023-08-29,ETHBUSD,1652.56,1745.0,1639.17,1729.11,35734.2216,60928915.339329,100097
1693180800000,2023-08-28,ETHBUSD,1657.22,1663.48,1620.01,1652.5,20955.2882,34487047.639418,47191
1693094400000,2023-08-27,ETHBUSD,1646.06,1659.49,1645.38,1657.73,6610.3577,10921474.448216,22750
1693008000000,2023-08-26,ETHBUSD,1653.09,1654.92,1643.06,1646.2,5881.7789,9697543.078766,18859
1692921600000,2023-08-25,ETHBUSD,1660.56,1676.11,1634.63,1653.04,21841.0567,36065817.533673,67754
1692835200000,2023-08-24,ETHBUSD,1678.77,1682.8,1635.2,1660.56,20608.7332,34159947.088624,68051
1692748800000,2023-08-23,ETHBUSD,1634.41,1702.2,1629.2,1678.98,24748.857,41135101.908111,95997
1692662400000,2023-08-22,ETHBUSD,1667.3,1669.03,1579.0,1633.71,27101.1364,44222393.558852,101848
1692576000000,2023-08-21,ETHBUSD,1685.32,1688.31,1648.32,1667.3,15073.1743,25172792.950779,36877
1692489600000,2023-08-20,ETHBUSD,1669.51,1694.37,1662.0,1685.32,14414.5881,24106308.738253,30277
1692403200000,2023-08-19,ETHBUSD,1660.99,1696.36,1653.25,1669.51,17546.0575,29331438.099189,32315
1692316800000,2023-08-18,ETHBUSD,1680.01,1697.99,1640.0,1660.99,40355.7601,67498836.338629,66129
1692230400000,2023-08-17,ETHBUSD,1805.88,1808.23,1554.19,1680.0,59837.966,101945142.061885,131349
1692144000000,2023-08-16,ETHBUSD,1827.46,1830.0,1795.01,1805.88,19031.0958,34555092.318674,34052
1692057600000,2023-08-15,ETHBUSD,1843.81,1845.39,1812.02,1827.45,15400.3141,28203780.648748,26579
1691971200000,2023-08-14,ETHBUSD,1839.64,1854.58,1834.07,1843.81,14252.8683,26306101.215449,25843
1691884800000,2023-08-13,ETHBUSD,1848.96,1861.25,1833.82,1839.65,9854.859,18210517.296625,20756
1691798400000,2023-08-12,ETHBUSD,1847.08,1852.62,1845.0,1848.96,3759.2531,6949902.473229,12550
1691712000000,2023-08-11,ETHBUSD,1850.59,1855.52,1836.2,1847.23,9982.0128,18428448.667459,24607
1691625600000,2023-08-10,ETHBUSD,1853.7,1864.25,1844.0,1850.6,13061.3025,24195231.985335,26411
1691539200000,2023-08-09,ETHBUSD,1853.98,1869.73,1844.47,1853.7,13507.3333,25055898.455352,25654
1691452800000,2023-08-08,ETHBUSD,1826.99,1873.81,1824.23,1853.98,19349.7495,35749223.826605,37805
1691366400000,2023-08-07,ETHBUSD,1828.2,1844.72,1800.16,1827.0,22653.8931,41262269.555885,41183
1691280000000,2023-08-06,ETHBUSD,1834.8,1837.15,1824.14,1828.21,7524.1746,13775360.356753,18897
1691193600000,2023-08-05,ETHBUSD,1827.86,1837.15,1824.96,1834.81,5614.4955,10277632.945716,17577
1691107200000,2023-08-04,ETHBUSD,1834.49,1849.63,1813.97,1827.87,23599.6103,43288523.228432,40266
1691020800000,2023-08-03,ETHBUSD,1839.05,1857.43,1824.95,1834.63,24089.07,44291788.967757,37270
1690934400000,2023-08-02,ETHBUSD,1872.6,1878.5,1820.48,1839.26,41980.9316,77576460.409369,50637
1690848000000,2023-08-01,ETHBUSD,1856.19,1874.76,1812.64,1872.59,62409.6367,114783667.11256,70561
1690761600000,2023-07-31,ETHBUSD,1861.83,1877.19,1851.06,1856.2,22726.9124,42359705.913863,37096
1690675200000,2023-07-30,ETHBUSD,1880.61,1885.38,1849.3,1861.83,21002.5576,39203272.528416,35157
1690588800000,2023-07-29,ETHBUSD,1874.2,1886.37,1869.6,1880.61,9949.689,18666281.977868,21868
1690502400000,2023-07-28,ETHBUSD,1861.04,1883.52,1856.98,1874.2,20256.0341,37896774.945286,33000
1690416000000,2023-07-27,ETHBUSD,1871.98,1886.28,1854.63,1861.05,29029.4222,54341095.36693,39140
1690329600000,2023-07-26,ETHBUSD,1857.63,1887.89,1848.67,1871.95,42102.2144,78532867.814355,55836
1690243200000,2023-07-25,ETHBUSD,1850.12,1868.42,1845.19,1857.63,23211.9198,43088882.589477,34118
1690156800000,2023-07-24,ETHBUSD,1888.82,1890.88,1833.4,1850.12,41995.403,77892676.925431,55626
1690070400000,2023-07-23,ETHBUSD,1866.38,1905.48,1858.34,1889.0,30944.1838,58258223.788985,42184
1689984000000,2023-07-22,ETHBUSD,1892.13,1897.32,1852.5,1866.37,18421.1539,34571590.831623,32133
1689897600000,2023-07-21,ETHBUSD,1891.8,1905.98,1885.01,1891.9,24836.2793,47043761.907964,39345
1689811200000,2023-07-20,ETHBUSD,1888.97,1928.84,1878.0,1891.66,56766.6462,107734606.297911,67493
1689724800000,2023-07-19,ETHBUSD,1897.66,1922.41,1882.6,1888.99,37316.955,71089491.369218,52850
1689638400000,2023-07-18,ETHBUSD,1911.52,1917.31,1876.33,1897.66,39903.5172,75743437.625974,53446
1689552000000,2023-07-17,ETHBUSD,1923.01,1936.94,1874.19,1911.52,49564.9991,94547305.085965,69636
1689465600000,2023-07-16,ETHBUSD,1931.96,1944.14,1915.13,1923.32,33615.9685,64892696.036811,45594
1689379200000,2023-07-15,ETHBUSD,1938.49,1946.94,1927.2,1931.96,27196.3342,52640013.411092,38134
1689292800000,2023-07-14,ETHBUSD,2004.61,2029.19,1899.49,1938.49,97890.4263,192515963.780999,124062
1689206400000,2023-07-13,ETHBUSD,1871.94,2012.8,1862.93,2004.58,116818.6535,227613386.459821,139807
1689120000000,2023-07-12,ETHBUSD,1878.29,1902.0,1864.5,1871.94,51459.7268,96959887.883624,61684
1689033600000,2023-07-11,ETHBUSD,1880.51,1892.0,1862.76,1878.21,35799.5853,67138711.394318,45777
1688947200000,2023-07-10,ETHBUSD,1863.29,1905.71,1847.38,1880.45,58519.9663,109644657.661798,67141
1688860800000,2023-07-09,ETHBUSD,1865.44,1879.35,1857.0,1863.29,25752.8303,48097001.490669,45880
1688774400000,2023-07-08,ETHBUSD,1870.91,1873.35,1843.11,1865.43,22333.7087,41547078.257244,43043
1688688000000,2023-07-07,ETHBUSD,1846.22,1878.36,1826.22,1870.9,39137.4756,72734548.703856,66712
1688601600000,2023-07-06,ETHBUSD,1910.24,1957.82,1846.21,1846.21,83835.1701,159288493.859121,109681
1688515200000,2023-07-05,ETHBUSD,1936.67,1942.82,1894.36,1910.24,46784.0611,89593515.351705,67306
1688428800000,2023-07-04,ETHBUSD,1955.52,1966.79,1932.01,1936.66,43457.5058,84857533.193343,60314
1688342400000,2023-07-03,ETHBUSD,1937.53,1976.12,1933.41,1955.52,57315.9906,112329836.998067,85238
1688256000000,2023-07-02,ETHBUSD,1924.47,1959.6,1886.32,1937.53,61116.9102,117461565.849568,84286
1688169600000,2023-07-01,ETHBUSD,1933.51,1943.99,1909.2,1924.47,22961.8759,44142194.878411,48333
1688083200000,2023-06-30,ETHBUSD,1852.1,1946.6,1825.4,1933.38,127526.6006,240830654.349715,175519
1687996800000,2023-06-29,ETHBUSD,1828.29,1880.06,1828.21,1852.09,38548.0083,71537977.284375,65488
1687910400000,2023-06-28,ETHBUSD,1889.79,1890.58,1817.08,1828.29,65244.0317,120900511.767874,108500
1687824000000,2023-06-27,ETHBUSD,1859.36,1912.36,1855.61,1889.75,62127.1365,116842020.964476,80378
1687737600000,2023-06-26,ETHBUSD,1899.38,1909.26,1837.5,1859.36,150040.1331,281049332.145788,138218
1687651200000,2023-06-25,ETHBUSD,1875.68,1930.39,1869.62,1899.38,68210.7994,129797632.709273,114181
1687564800000,2023-06-24,ETHBUSD,1893.05,1906.9,1865.81,1875.67,41849.5008,78859606.859662,83989
1687478400000,2023-06-23,ETHBUSD,1872.5,1936.6,1862.14,1893.05,89737.3032,170195551.292057,146995
1687392000000,2023-06-22,ETHBUSD,1889.14,1932.78,1866.7,1872.58,59968.3267,113667208.577003,128953
1687305600000,2023-06-21,ETHBUSD,1791.83,1900.34,1787.14,1889.15,93292.2525,172069405.116662,191583
1687219200000,2023-06-20,ETHBUSD,1736.44,1795.72,1714.44,1791.83,46818.1128,82133253.55303,110099
1687132800000,2023-06-19,ETHBUSD,1720.63,1751.28,1694.37,1736.43,39842.5955,68679015.365957,78879
1687046400000,2023-06-18,ETHBUSD,1727.13,1747.27,1712.23,1720.62,20836.0832,36045248.869826,59361
1686960000000,2023-06-17,ETHBUSD,1716.65,1768.78,1713.37,1727.12,28606.7284,49741594.03021,71604
1686873600000,2023-06-16,ETHBUSD,1666.14,1728.01,1648.32,1716.66,36166.7641,60961021.6193,87215
1686787200000,2023-06-15,ETHBUSD,1651.46,1679.9,1625.64,1666.14,48611.966,80086676.64631,118616
1686700800000,2023-06-14,ETHBUSD,1740.54,1750.35,1631.13,1651.46,67357.5983,114448831.905608,172839
1686614400000,2023-06-13,ETHBUSD,1742.91,1767.46,1725.0,1740.55,38380.4791,66951597.436568,155434
1686528000000,2023-06-12,ETHBUSD,1754.07,1760.19,1721.03,1742.91,43562.7692,75828819.073471,153295
1686441600000,2023-06-11,ETHBUSD,1753.05,1779.28,1740.29,1754.07,35113.0008,61615507.799419,126607
1686355200000,2023-06-10,ETHBUSD,1840.59,1845.4,1716.67,1753.05,98877.7515,174181483.46255,271021
1686268800000,2023-06-09,ETHBUSD,1846.32,1855.6,1827.6,1840.59,29442.9691,54238016.530421,110894
1686182400000,2023-06-08,ETHBUSD,1832.88,1861.86,1829.07,1846.32,33030.711,60965829.134487,113314
1686096000000,2023-06-07,ETHBUSD,1885.29,1898.37,1822.0,1832.88,70563.3357,131028419.935446,184870
1686009600000,2023-06-06,ETHBUSD,1811.9,1898.89,1798.4,1885.29,76702.8764,141878195.016107,161070
1685923200000,2023-06-05,ETHBUSD,1890.32,1891.1,1777.79,1811.91,84459.6175,155316505.313411,188187
1685836800000,2023-06-04,ETHBUSD,1892.1,1914.5,1884.58,1890.32,29452.5021,55962995.777546,91963
1685750400000,2023-06-03,ETHBUSD,1906.84,1908.22,1882.23,1892.1,24228.1808,45966819.09383,87739
1685664000000,2023-06-02,ETHBUSD,1862.05,1910.97,1848.33,1906.84,43997.3046,82964019.84116,143590
1685577600000,2023-06-01,ETHBUSD,1874.1,1889.24,1840.1,1862.05,48133.8272,89772545.064561,141186
1685491200000,2023-05-31,ETHBUSD,1900.94,1907.3,1849.0,1874.1,55485.5766,103755851.308649,151245
1685404800000,2023-05-30,ETHBUSD,1893.31,1917.36,1881.95,1900.94,38258.2639,72848416.292736,131692
1685318400000,2023-05-29,ETHBUSD,1908.8,1927.94,1874.27,1893.31,54362.426,103339138.645324,138182
1685232000000,2023-05-28,ETHBUSD,1830.38,1917.72,1824.02,1908.8,55143.4737,102964585.206251,145631
1685145600000,2023-05-27,ETHBUSD,1827.91,1836.32,1812.94,1830.38,18569.7386,33928773.615303,80926
1685059200000,2023-05-26,ETHBUSD,1806.05,1838.42,1797.39,1827.91,42317.1425,77032543.568939,124190
1684972800000,2023-05-25,ETHBUSD,1800.27,1819.37,1761.49,1806.05,75772.5898,135914117.605474,154719
1684886400000,2023-05-24,ETHBUSD,1854.55,1854.57,1777.77,1800.27,85656.5876,155016307.016389,182481
1684800000000,2023-05-23,ETHBUSD,1817.87,1873.42,1815.73,1854.55,73305.3609,135724914.085391,165527
1684713600000,2023-05-22,ETHBUSD,1805.42,1828.33,1792.45,1817.71,57480.6983,104200500.304355,148442
1684627200000,2023-05-21,ETHBUSD,1819.78,1829.53,1797.5,1805.42,39992.1045,72467444.02546,107269
1684540800000,2023-05-20,ETHBUSD,1812.69,1829.04,1807.36,1819.78,24161.0996,43875780.719497,92994
1684454400000,2023-05-19,ETHBUSD,1800.91,1829.85,1797.46,1812.69,59166.1712,107132297.422415,144766
1684368000000,2023-05-18,ETHBUSD,1822.26,1832.03,1771.61,1800.91,71910.2821,129909312.352133,157947
1684281600000,2023-05-17,ETHBUSD,1824.31,1837.18,1784.29,1822.26,60849.586,110235500.091822,155975
1684195200000,2023-05-16,ETHBUSD,1816.33,1832.71,1796.52,1824.31,48061.9015,87310429.428954,138635
1684108800000,2023-05-15,ETHBUSD,1799.41,1847.28,1785.24,1816.25,77020.6432,140479394.495859,109234
1684022400000,2023-05-14,ETHBUSD,1795.37,1824.19,1790.35,1799.41,52257.2542,94323235.034015,87992
1683936000000,2023-05-13,ETHBUSD,1807.76,1816.83,1785.86,1795.37,44417.9282,79983765.801252,82199
1683849600000,2023-05-12,ETHBUSD,1794.87,1816.66,1740.02,1807.76,118701.4117,210321542.459518,176147
1683763200000,2023-05-11,ETHBUSD,1841.43,1842.31,1772.35,1794.87,87404.2829,158019052.255797,155461
1683676800000,2023-05-10,ETHBUSD,1846.78,1887.7,1790.83,1841.43,111683.6124,206411930.677677,182280
1683590400000,2023-05-09,ETHBUSD,1848.63,1861.94,1831.88,1846.77,61586.5257,113629860.186096,105287
1683504000000,2023-05-08,ETHBUSD,1871.54,1884.7,1811.73,1848.29,146533.1492,271552771.071543,204131
1683417600000,2023-05-07,ETHBUSD,1897.61,1933.96,1869.12,1871.36,96731.887,184429898.822477,129724
1683331200000,2023-05-06,ETHBUSD,1993.46,2018.98,1861.27,1897.62,123330.229,237249394.628576,182419
1683244800000,2023-05-05,ETHBUSD,1877.15,1998.28,1875.79,1993.46,103760.5711,201761636.079294,185877
1683158400000,2023-05-04,ETHBUSD,1905.14,1918.48,1866.91,1877.15,65672.4822,124219091.435576,104300
1683072000000,2023-05-03,ETHBUSD,1870.96,1915.92,1843.17,1905.13,94984.6362,177960798.541569,166319
1682985600000,2023-05-02,ETHBUSD,1832.11,1882.0,1823.96,1870.96,74389.2378,137610035.716972,125364
1682899200000,2023-05-01,ETHBUSD,1870.64,1886.9,1807.39,1832.11,121746.0803,223859398.259794,157454
1682812800000,2023-04-30,ETHBUSD,1908.56,1939.82,1866.54,1870.6,91245.3438,173926222.322883,127249
1682726400000,2023-04-29,ETHBUSD,1891.77,1918.73,1883.98,1908.56,52400.2756,99638811.793271,74823
1682640000000,2023-04-28,ETHBUSD,1909.33,1924.68,1875.0,1891.78,98585.4719,187352474.720849,143360
1682553600000,2023-04-27,ETHBUSD,1866.5,1940.0,1861.91,1909.55,213386.76,405937104.61922497,255149
1682467200000,2023-04-26,ETHBUSD,1866.52,1965.02,1787.0,1866.5,243855.5926,460944077.74253696,289654
1682380800000,2023-04-25,ETHBUSD,1842.2,1878.07,1802.4,1866.52,126329.6042,231654361.963951,158646
1682294400000,2023-04-24,ETHBUSD,1862.71,1890.46,1806.2,1842.2,149002.3722,275121596.095965,188074
1682208000000,2023-04-23,ETHBUSD,1874.59,1882.58,1837.65,1862.72,82667.1797,153902847.791083,112132
1682121600000,2023-04-22,ETHBUSD,1848.9,1887.7,1842.45,1874.59,73723.7236,137473613.66343,100168
1682035200000,2023-04-21,ETHBUSD,1943.54,1957.49,1825.5,1848.9,189051.8948,358048836.493155,240805
1681948800000,2023-04-20,ETHBUSD,1935.0,1983.42,1915.0,1943.45,143872.0086,280117901.107773,207894
1681862400000,2023-04-19,ETHBUSD,2103.83,2104.75,1924.44,1935.01,190355.168,380454333.79306895,263714
1681776000000,2023-04-18,ETHBUSD,2075.24,2124.0,2051.42,2103.9,99827.5008,208975469.099984,140358
1681689600000,2023-04-17,ETHBUSD,2118.88,2120.98,2057.39,2075.23,102059.2004,212633621.011109,149875
1681603200000,2023-04-16,ETHBUSD,2091.55,2141.3,2073.8,2119.23,76685.3875,161383943.597193,123951
1681516800000,2023-04-15,ETHBUSD,2100.36,2112.19,2071.3,2091.55,79047.8635,165668450.703756,114261
1681430400000,2023-04-14,ETHBUSD,2012.59,2129.17,2010.02,2100.35,187183.1771,392081724.33072704,275312
1681344000000,2023-04-13,ETHBUSD,1918.18,2023.0,1900.38,2012.59,138282.0044,273069511.70851,197600
1681257600000,2023-04-12,ETHBUSD,1891.26,1934.11,1854.55,1918.18,124482.2192,236095369.159264,192754
1681171200000,2023-04-11,ETHBUSD,1911.65,1938.24,1883.0,1891.25,92480.6623,176921884.702455,138014
1681084800000,2023-04-10,ETHBUSD,1859.99,1920.0,1847.46,1911.66,89929.0788,169116035.232231,132293
1680998400000,2023-04-09,ETHBUSD,1850.14,1874.59,1824.63,1859.99,70209.8989,129686367.36022,110686
1680912000000,2023-04-08,ETHBUSD,1865.14,1880.68,1848.56,1849.97,42561.999,79306998.47815,78745
1680825600000,2023-04-07,ETHBUSD,1873.22,1883.45,1842.34,1865.14,63564.006,118275173.444437,104670
1680739200000,2023-04-06,ETHBUSD,1909.42,1910.81,1854.96,1873.22,97107.5652,182312385.802337,156020
1680652800000,2023-04-05,ETHBUSD,1871.17,1944.0,1865.44,1909.59,143792.1339,274312552.554819,218612
1680566400000,2023-04-04,ETHBUSD,1811.45,1893.47,1803.18,1871.17,137798.0237,254860455.424842,215556
1680480000000,2023-04-03,ETHBUSD,1795.7,1840.0,1764.0,1811.39,138345.0265,249247705.58774,206729
1680393600000,2023-04-02,ETHBUSD,1822.1,1826.35,1773.32,1795.7,84722.2905,152793784.637708,115461
1680307200000,2023-04-01,ETHBUSD,1822.21,1843.09,1810.2,1822.09,61940.3156,113004671.878803,96334
1680220800000,2023-03-31,ETHBUSD,1794.48,1847.9,1780.0,1822.21,148021.3556,268744746.517059,197613
1680134400000,2023-03-30,ETHBUSD,1793.52,1829.99,1763.47,1794.47,147857.8241,265111912.822447,216632
1680048000000,2023-03-29,ETHBUSD,1773.74,1828.19,1773.22,1793.58,149492.345,269349875.226168,203321
1679961600000,2023-03-28,ETHBUSD,1716.18,1795.95,1702.47,1773.7,172557.4009,300932359.808241,225925
1679875200000,2023-03-27,ETHBUSD,1775.81,1782.28,1688.69,1716.17,189570.7456,328227723.907287,240840
1679788800000,2023-03-26,ETHBUSD,1744.01,1802.95,1741.6,1775.81,125472.6005,222302458.868632,176556
1679702400000,2023-03-25,ETHBUSD,1751.76,1765.14,1715.86,1744.01,115689.1501,201913281.171774,158419
1679616000000,2023-03-24,ETHBUSD,1817.0,1821.92,1729.0,1751.69,188782.3553,334193352.514456,250285
1679529600000,2023-03-23,ETHBUSD,1738.44,1859.23,1733.49,1817.0,233517.9235,419488988.242081,314465
1679443200000,2023-03-22,ETHBUSD,1804.31,1822.89,1714.33,1738.43,334568.7409,595636377.7496209,494231
1679356800000,2023-03-21,ETHBUSD,1737.0,1837.5,1722.16,1804.31,214823.9936,383599187.13187903,392270
1679270400000,2023-03-20,ETHBUSD,1785.8,1808.17,1728.0,1736.99,249514.4875,441892585.32779,534211
1679184000000,2023-03-19,ETHBUSD,1763.37,1845.76,1762.46,1785.8,233655.6637,420439326.084776,472031
1679097600000,2023-03-18,ETHBUSD,1791.32,1843.0,1752.65,1763.29,246885.2198,444441201.154274,518636
1679011200000,2023-03-17,ETHBUSD,1676.64,1801.49,1666.0,1791.41,307098.9612,531375518.215706,524016
1678924800000,2023-03-16,ETHBUSD,1655.91,1694.45,1638.0,1676.57,203820.7862,338509480.643564,320967
1678838400000,2023-03-15,ETHBUSD,1705.11,1722.86,1616.0,1655.64,324293.7972,542537790.629376,557680
1678752000000,2023-03-14,ETHBUSD,1678.62,1784.0,1661.62,1705.21,475340.3817,815864166.3650471,730125
1678665600000,2023-03-13,ETHBUSD,1586.35,1700.0,1569.69,1678.76,451232.6718,733376147.46626,674064
1678579200000,2023-03-12,ETHBUSD,1482.5,1599.1,1456.42,1586.35,366882.3573,554729617.7014129,502262
1678492800000,2023-03-11,ETHBUSD,1430.61,1490.0,1417.37,1482.49,554852.187,807688765.7324941,608151
1678406400000,2023-03-10,ETHBUSD,1437.36,1438.58,1369.48,1430.66,531573.4686,749518911.9286151,552848
1678320000000,2023-03-09,ETHBUSD,1532.19,1546.69,1409.43,1437.36,363713.3597,544165507.00597,382830
1678233600000,2023-03-08,ETHBUSD,1561.92,1570.76,1524.03,1532.19,203283.6657,315680876.101186,228663
1678147200000,2023-03-07,ETHBUSD,1565.59,1584.45,1536.0,1561.92,250857.2714,390996979.804458,236015
1678060800000,2023-03-06,ETHBUSD,1564.73,1583.37,1555.0,1565.59,136660.0167,214141929.680076,171886
1677974400000,2023-03-05,ETHBUSD,1566.8,1588.81,1553.89,1564.73,152507.3294,239466568.881682,167004
1677888000000,2023-03-04,ETHBUSD,1569.49,1577.5,1549.56,1566.79,103975.6236,162727165.457765,125751
1677801600000,2023-03-03,ETHBUSD,1648.0,1649.24,1546.05,1569.48,373896.0738,587569383.698892,368069
1677715200000,2023-03-02,ETHBUSD,1665.37,1678.35,1619.19,1647.99,241110.4893,396006093.254266,264325
1677628800000,2023-03-01,ETHBUSD,1605.44,1669.5,1595.34,1665.37,250796.0611,412915165.887437,310948
1677542400000,2023-02-28,ETHBUSD,1633.39,1647.7,1597.24,1605.43,175111.6768,285080440.026329,254024
1677456000000,2023-02-27,ETHBUSD,1641.41,1665.08,1608.02,1633.39,216568.6996,354971477.170321,289976
1677369600000,2023-02-26,ETHBUSD,1594.6,1652.42,1587.81,1641.47,146645.9787,237301609.986549,223811
1677283200000,2023-02-25,ETHBUSD,1607.85,1608.93,1558.0,1594.6,128846.9685,205026193.812672,204564
1677196800000,2023-02-24,ETHBUSD,1650.76,1664.72,1575.5,1607.84,284718.4104,461564351.67592496,381652
1677110400000,2023-02-23,ETHBUSD,1643.32,1680.01,1629.32,1650.76,323646.3291,535824037.826742,397933
1677024000000,2023-02-22,ETHBUSD,1660.02,1667.0,1595.1,1643.33,312494.0673,509515810.78527904,426951
1676937600000,2023-02-21,ETHBUSD,1703.59,1716.63,1636.7,1660.02,268741.3305,451360972.366108,385865
1676851200000,2023-02-20,ETHBUSD,1680.33,1719.68,1651.48,1703.59,197286.8989,334679411.086789,339341
1676764800000,2023-02-19,ETHBUSD,1691.99,1726.85,1666.81,1680.32,189476.9265,321404277.013122,287657
1676678400000,2023-02-18,ETHBUSD,1694.24,1713.16,1680.07,1692.0,137822.0664,233569697.22764,196037
1676592000000,2023-02-17,ETHBUSD,1638.01,1721.79,1631.08,1694.31,325553.5157,545406844.242448,418479
1676505600000,2023-02-16,ETHBUSD,1675.31,1742.3,1633.81,1638.02,465907.1329,787843278.269435,546586
1676419200000,2023-02-15,ETHBUSD,1556.35,1680.0,1543.33,1675.31,327799.3016,525693813.588357,385738
1676332800000,2023-02-14,ETHBUSD,1506.93,1569.84,1488.0,1556.35,367123.4836,561472321.57698,393735
1676246400000,2023-02-13,ETHBUSD,1515.09,1526.56,1463.6,1506.88,448319.6848,669614807.609172,454410
1676160000000,2023-02-12,ETHBUSD,1538.78,1548.16,1493.94,1515.29,181864.0797,277866971.323538,225408
1676073600000,2023-02-11,ETHBUSD,1513.31,1543.28,1506.3,1538.78,168122.6973,255764721.315579,190154
1675987200000,2023-02-10,ETHBUSD,1545.61,1554.84,1493.17,1513.32,345761.9637,530127637.39575106,405498
1675900800000,2023-02-09,ETHBUSD,1650.53,1656.08,1525.0,1545.62,461738.1197,740375345.366067,546171
1675814400000,2023-02-08,ETHBUSD,1671.0,1697.69,1631.0,1650.53,298926.1827,497279561.19110894,357003
1675728000000,2023-02-07,ETHBUSD,1614.41,1678.34,1613.24,1671.0,309163.073,508526005.20845103,390060
1675641600000,2023-02-06,ETHBUSD,1629.45,1658.51,1605.55,1614.42,272678.0802,445115907.70503694,335597
1675555200000,2023-02-05,ETHBUSD,1666.38,1673.99,1610.0,1629.45,264697.3334,435274315.45979106,326976
1675468800000,2023-02-04,ETHBUSD,1663.68,1695.0,1645.59,1666.39,207316.463,346524957.14904,265108
1675382400000,2023-02-03,ETHBUSD,1643.5,1676.0,1626.56,1663.68,344049.0432,567397194.485384,389890
1675296000000,2023-02-02,ETHBUSD,1641.99,1714.47,1626.66,1643.5,480491.9499,803866450.321615,512782
1675209600000,2023-02-01,ETHBUSD,1585.32,1647.94,1555.8,1641.99,355028.2435,567318762.100388,427959
1675123200000,2023-01-31,ETHBUSD,1566.36,1605.08,1561.72,1585.33,246380.9514,389209449.28814,268350
1675036800000,2023-01-30,ETHBUSD,1645.01,1647.64,1535.5,1566.36,426692.2179,678276351.441072,403130
1674950400000,2023-01-29,ETHBUSD,1572.3,1660.0,1566.96,1645.0,379267.6661,612732096.402189,404467
1674864000000,2023-01-28,ETHBUSD,1597.84,1606.68,1556.36,1572.3,211059.4418,333940691.096914,232263
1674777600000,2023-01-27,ETHBUSD,1601.22,1621.5,1552.56,1597.85,349359.226,553321389.865678,373358
1674691200000,2023-01-26,ETHBUSD,1612.16,1633.12,1577.63,1601.14,342241.3987,550079431.459336,356356
1674604800000,2023-01-25,ETHBUSD,1556.21,1640.67,1518.0,1612.12,507386.2218,794157530.183869,513905
1674518400000,2023-01-24,ETHBUSD,1626.54,1641.51,1535.0,1556.21,347763.1979,558957558.397596,358033
1674432000000,2023-01-23,ETHBUSD,1628.0,1648.3,1587.0,1626.54,304156.8888,494864227.866336,349824
1674345600000,2023-01-22,ETHBUSD,1626.9,1663.9,1605.0,1628.02,277564.8049,452425733.48744494,312452
1674259200000,2023-01-21,ETHBUSD,1658.83,1683.56,1619.75,1626.85,348644.1261,575768434.484562,387381
1674172800000,2023-01-20,ETHBUSD,1551.06,1669.0,1542.12,1658.82,379101.0447,603593149.051448,390022
1674086400000,2023-01-19,ETHBUSD,1511.22,1564.19,1509.44,1551.06,237973.5518,364879674.071849,251815
