Unix,Date,Symbol,Open,High,Low,Close,Volume TOMO,Volume,tradecount
1696032000000,2023-09-30,TOMOUSDT,1.2882,1.3231,1.2816,1.3033,1838781.6,2400780.91951,9702
1695945600000,2023-09-29,TOMOUSDT,1.3011,1.33,1.2802,1.2864,2592003.1,3403575.84735,18463
1695859200000,2023-09-28,TOMOUSDT,1.295,1.3125,1.2621,1.3012,2024284.4,2609957.95232,14909
1695772800000,2023-09-27,TOMOUSDT,1.2704,1.3128,1.2522,1.2944,1497853.7,1910992.56238,13958
1695686400000,2023-09-26,TOMOUSDT,1.2691,1.281,1.246,1.2712,1490218.7,1885891.47337,11716
1695600000000,2023-09-25,TOMOUSDT,1.2567,1.33,1.2418,1.27,2597001.2,3310356.88839,19537
1695513600000,2023-09-24,TOMOUSDT,1.324,1.3278,1.245,1.2548,2488032.3,3185967.16124,18966
1695427200000,2023-09-23,TOMOUSDT,1.3053,1.3303,1.2481,1.3243,2922132.3,3777726.81633,20981
1695340800000,2023-09-22,TOMOUSDT,1.2823,1.315,1.2627,1.3047,3107451.7,4018483.3775,15927
1695254400000,2023-09-21,TOMOUSDT,1.2571,1.29,1.2387,1.2822,2012534.5,2539572.39408,19955
1695168000000,2023-09-20,TOMOUSDT,1.2338,1.2625,1.22,1.2577,2098160.5,2606405.36782,16514
1695081600000,2023-09-19,TOMOUSDT,1.2077,1.2458,1.202,1.233,2213783.4,2725267.16518,20795
1694995200000,2023-09-18,TOMOUSDT,1.1862,1.2347,1.1634,1.2073,3446244,4168190.18842,23700
1694908800000,2023-09-17,TOMOUSDT,1.1955,1.2032,1.1482,1.186,2081797.9,2450866.34674,22320
1694822400000,2023-09-16,TOMOUSDT,1.2138,1.2381,1.1819,1.1957,1844285.4,2219652.20915,16676
1694736000000,2023-09-15,TOMOUSDT,1.1779,1.223,1.1682,1.2135,2071210.2,2485949.4943,19322
1694649600000,2023-09-14,TOMOUSDT,1.2366,1.2556,1.1708,1.179,3369757.1,4047479.86578,28118
1694563200000,2023-09-13,TOMOUSDT,1.204,1.2481,1.19,1.2362,2808854.7,3447975.07561,24751
1694476800000,2023-09-12,TOMOUSDT,1.2134,1.2872,1.1926,1.2038,4028164.2,4976723.7607,39945
1694390400000,2023-09-11,TOMOUSDT,1.2258,1.244,1.1644,1.2139,4635897.7,5608032.71248,33720
1694304000000,2023-09-10,TOMOUSDT,1.2433,1.256,1.1744,1.2259,5613829.5,6858932.8076,39410
1694217600000,2023-09-09,TOMOUSDT,1.3117,1.3381,1.2175,1.2447,5890085.9,7545773.86299,42922
1694131200000,2023-09-08,TOMOUSDT,1.3327,1.3355,1.2618,1.3116,4918773.3,6376927.62912,30016
1694044800000,2023-09-07,TOMOUSDT,1.3075,1.3794,1.2954,1.3322,10006159.4,13304852.97277,66829
1693958400000,2023-09-06,TOMOUSDT,1.209,1.3223,1.1953,1.3079,7560335,9553045.03967,46431
1693872000000,2023-09-05,TOMOUSDT,1.2253,1.2704,1.1917,1.2098,5869037.4,7211085.60299,32451
1693785600000,2023-09-04,TOMOUSDT,1.2693,1.2949,1.1522,1.2245,11168108.8,13532404.25249,56381
1693699200000,2023-09-03,TOMOUSDT,1.2419,1.2787,1.2214,1.2694,5186135.7,6506839.63388,25140
1693612800000,2023-09-02,TOMOUSDT,1.1604,1.2466,1.1588,1.2419,7333890.8,8829995.11281,35461
1693526400000,2023-09-01,TOMOUSDT,1.0926,1.19,1.0912,1.1604,10002434.7,11516887.6954,46278
1693440000000,2023-08-31,TOMOUSDT,1.1193,1.1598,1.0622,1.0921,10036878.8,11200665.57068,46241
1693353600000,2023-08-30,TOMOUSDT,1.1986,1.2116,1.0732,1.1191,13307036.5,14890519.00359,62944
1693267200000,2023-08-29,TOMOUSDT,1.0544,1.33,1.036,1.1982,27123896.3,31671846.32994,134774
1693180800000,2023-08-28,TOMOUSDT,1.0162,1.057,0.9852,1.0544,9805214.1,10095257.19743,49082
1693094400000,2023-08-27,TOMOUSDT,0.9866,1.0607,0.955,1.0164,14834242.3,15045506.5824,77486
1693008000000,2023-08-26,TOMOUSDT,1.0133,1.0387,0.953,0.9873,14201126.4,14097057.34847,78758
1692921600000,2023-08-25,TOMOUSDT,1.1186,1.1186,0.9991,1.015,30165896.1,31903813.11708,157548
1692835200000,2023-08-24,TOMOUSDT,1.3652,1.3755,1.0748,1.1184,23041061.5,28089521.90675,120069
1692748800000,2023-08-23,TOMOUSDT,1.5033,1.5386,1.3611,1.365,7802426,11209541.92525,48456
1692662400000,2023-08-22,TOMOUSDT,1.5426,1.628,1.4579,1.5018,6134601,9526387.0099,41626
1692576000000,2023-08-21,TOMOUSDT,1.5678,1.6336,1.5054,1.5418,5703771.5,8951410.19193,39743
1692489600000,2023-08-20,TOMOUSDT,1.5849,1.68,1.5392,1.5672,5748520.7,9159745.75498,39311
1692403200000,2023-08-19,TOMOUSDT,1.4744,1.6496,1.4674,1.5851,9309889.2,14502345.86791,62728
1692316800000,2023-08-18,TOMOUSDT,1.4889,1.554,1.3622,1.4739,9463657.4,13867089.14012,74776
1692230400000,2023-08-17,TOMOUSDT,1.4218,1.5568,1.3827,1.4884,12188221.7,17903143.85017,94944
1692144000000,2023-08-16,TOMOUSDT,1.4184,1.4491,1.3408,1.4208,6803385.5,9453988.00103,43271
1692057600000,2023-08-15,TOMOUSDT,1.3964,1.5057,1.3448,1.4212,8457811.3,12170410.10905,39236
1691971200000,2023-08-14,TOMOUSDT,1.5066,1.5147,1.39,1.3969,4895001.8,7024499.08147,21929
1691884800000,2023-08-13,TOMOUSDT,1.4935,1.579,1.4841,1.5064,5844505,8879920.44648,24676
1691798400000,2023-08-12,TOMOUSDT,1.4404,1.5022,1.4392,1.4956,3404771.8,5010544.3726,14918
1691712000000,2023-08-11,TOMOUSDT,1.3585,1.45,1.3585,1.4404,2882090.5,4069389.06147,13302
1691625600000,2023-08-10,TOMOUSDT,1.4097,1.4156,1.3467,1.3581,2512163.5,3458499.99517,12548
1691539200000,2023-08-09,TOMOUSDT,1.3447,1.415,1.3337,1.4097,4188075,5724529.53248,19695
1691452800000,2023-08-08,TOMOUSDT,1.4478,1.4661,1.3341,1.3449,5962358.1,8254025.57376,29106
1691366400000,2023-08-07,TOMOUSDT,1.5023,1.6098,1.4191,1.4489,7053994.8,10841377.32546,36784
1691280000000,2023-08-06,TOMOUSDT,1.5084,1.54,1.4789,1.5018,2862126.6,4299737.61586,16063
1691193600000,2023-08-05,TOMOUSDT,1.4907,1.5435,1.4701,1.5064,3926523.8,5927867.76562,20034
1691107200000,2023-08-04,TOMOUSDT,1.4555,1.5423,1.4363,1.4918,5618379.7,8337973.44818,28744
1691020800000,2023-08-03,TOMOUSDT,1.3671,1.4781,1.3547,1.4558,5745406,8211766.60673,31003
1690934400000,2023-08-02,TOMOUSDT,1.437,1.4408,1.3302,1.3673,4710740.7,6432067.59973,26098
1690848000000,2023-08-01,TOMOUSDT,1.4171,1.4927,1.353,1.4374,6233787.4,8918963.00442,31544
1690761600000,2023-07-31,TOMOUSDT,1.4662,1.75,1.4012,1.4171,10977386.6,16672593.15635,62022
1690675200000,2023-07-30,TOMOUSDT,1.4952,1.5041,1.4372,1.4666,4762352.2,7024457.42813,25255
1690588800000,2023-07-29,TOMOUSDT,1.3218,1.5167,1.3118,1.4945,9241110.7,13252982.14135,49495
1690502400000,2023-07-28,TOMOUSDT,1.2804,1.3482,1.2756,1.3214,2585896.7,3396049.72944,13807
1690416000000,2023-07-27,TOMOUSDT,1.3275,1.3559,1.2755,1.2801,2574723.8,3376418.63846,15681
1690329600000,2023-07-26,TOMOUSDT,1.286,1.3917,1.2844,1.3276,4099068.8,5504359.91959,25981
1690243200000,2023-07-25,TOMOUSDT,1.3263,1.3613,1.2188,1.289,8542588.1,11074837.11932,40606
1690156800000,2023-07-24,TOMOUSDT,1.2091,1.38,1.134,1.3262,9367687.8,11900042.18659,50159
1690070400000,2023-07-23,TOMOUSDT,1.236,1.32,1.2091,1.2098,4363941.8,5555883.80932,24246
1689984000000,2023-07-22,TOMOUSDT,1.2393,1.2736,1.2175,1.236,2938327.7,3657262.2123,15724
1689897600000,2023-07-21,TOMOUSDT,1.185,1.2455,1.1732,1.239,2488055,3036712.74315,12563
1689811200000,2023-07-20,TOMOUSDT,1.1979,1.2324,1.1668,1.185,2640003.7,3157875.04286,14875
1689724800000,2023-07-19,TOMOUSDT,1.1723,1.28,1.1631,1.1983,7889845.8,9659910.59703,38788
1689638400000,2023-07-18,TOMOUSDT,1.1321,1.1865,1.1092,1.1723,4588814.8,5275764.97037,21144
1689552000000,2023-07-17,TOMOUSDT,1.0737,1.1354,1.0637,1.132,3509960.2,3893353.35196,17268
1689465600000,2023-07-16,TOMOUSDT,1.0926,1.1166,1.0552,1.0744,2786514,3041079.4223,13002
1689379200000,2023-07-15,TOMOUSDT,1.0952,1.1099,1.0698,1.0929,2779343.6,3026397.82862,12665
1689292800000,2023-07-14,TOMOUSDT,1.1846,1.2159,1.0785,1.0947,4640854.9,5355944.0186,25915
1689206400000,2023-07-13,TOMOUSDT,1.137,1.1997,1.1253,1.1839,4761280.5,5580663.1977,23865
1689120000000,2023-07-12,TOMOUSDT,1.1643,1.2152,1.1135,1.1364,5382734.2,6314763.91566,26894
1689033600000,2023-07-11,TOMOUSDT,1.1596,1.1981,1.1419,1.1643,4228857.7,4941584.86338,22122
1688947200000,2023-07-10,TOMOUSDT,1.172,1.2493,1.1453,1.1599,10323860.7,12178509.35297,55718
1688860800000,2023-07-09,TOMOUSDT,1.0849,1.2011,1.0779,1.1724,13270207,15188936.81875,75911
1688774400000,2023-07-08,TOMOUSDT,1.0424,1.0857,1.0166,1.0833,5634367.1,5954170.42653,27882
1688688000000,2023-07-07,TOMOUSDT,0.9776,1.05,0.9582,1.0415,5421145.9,5520484.70376,28509
1688601600000,2023-07-06,TOMOUSDT,0.9713,1.075,0.9619,0.9773,11957851.9,12183429.17076,58875
1688515200000,2023-07-05,TOMOUSDT,1.0019,1.0127,0.9325,0.9713,7966356.6,7783970.54462,34393
1688428800000,2023-07-04,TOMOUSDT,1.0543,1.1001,0.9925,1.0022,8986866.5,9418750.11354,45908
1688342400000,2023-07-03,TOMOUSDT,1.0929,1.1092,1.0366,1.0553,8517603.8,9139294.36011,37721
1688256000000,2023-07-02,TOMOUSDT,1.0757,1.13,1.0318,1.093,11072026.8,12024601.71446,55249
1688169600000,2023-07-01,TOMOUSDT,1.0569,1.0877,1.0279,1.0757,8195670.6,8688156.41636,37019
1688083200000,2023-06-30,TOMOUSDT,1.1073,1.1424,0.9315,1.0564,38827307.1,41427938.09845,204324
1687996800000,2023-06-29,TOMOUSDT,1.4782,1.5142,1.0537,1.1084,21200309.4,25390873.88968,129109
1687910400000,2023-06-28,TOMOUSDT,1.4662,1.547,1.4318,1.4785,5573010.4,8327197.65326,40229
1687824000000,2023-06-27,TOMOUSDT,1.4272,1.6,1.4272,1.4666,6402453,9769060.05852,44026
1687737600000,2023-06-26,TOMOUSDT,1.4604,1.5289,1.3815,1.4257,9114360.7,13281862.74746,61183
1687651200000,2023-06-25,TOMOUSDT,1.3708,1.483,1.3687,1.4601,4685813.2,6606771.02184,34040
1687564800000,2023-06-24,TOMOUSDT,1.283,1.4931,1.26,1.3718,14335889.1,19927457.85096,100123
1687478400000,2023-06-23,TOMOUSDT,1.1915,1.294,1.1914,1.2839,6730121.7,8392257.14587,48729
1687392000000,2023-06-22,TOMOUSDT,1.1961,1.2941,1.17,1.1911,10409888.1,12688167.57031,61997
1687305600000,2023-06-21,TOMOUSDT,1.1951,1.288,1.1442,1.1961,13486995.6,16153773.61244,67177
1687219200000,2023-06-20,TOMOUSDT,1.152,1.315,1.0755,1.1958,20593282.7,24144242.29238,105506
1687132800000,2023-06-19,TOMOUSDT,1.2458,1.3157,1.1214,1.1529,11803818.3,14423234.83427,57331
1687046400000,2023-06-18,TOMOUSDT,1.355,1.3566,1.2267,1.2458,9692913.5,12480433.70267,52478
1686960000000,2023-06-17,TOMOUSDT,1.4541,1.4691,1.3411,1.3552,5139663.4,7323159.62643,31590
1686873600000,2023-06-16,TOMOUSDT,1.59,1.6045,1.4371,1.4532,6236440.8,9357529.18255,44827
1686787200000,2023-06-15,TOMOUSDT,1.5602,1.6197,1.5039,1.5903,7169204.1,11164349.00281,53270
1686700800000,2023-06-14,TOMOUSDT,1.4951,1.699,1.49,1.5622,16221190.5,26036863.34057,130839
1686614400000,2023-06-13,TOMOUSDT,1.5488,1.5859,1.4038,1.4952,8544679.4,12777359.36625,62402
1686528000000,2023-06-12,TOMOUSDT,1.3989,1.7086,1.3738,1.5476,16800765.6,25409855.96292,140941
1686441600000,2023-06-11,TOMOUSDT,1.3616,1.5028,1.2269,1.3991,8774711.2,11864529.07909,66569
1686355200000,2023-06-10,TOMOUSDT,1.4572,1.5246,1.2129,1.3627,15037325.1,20503671.09288,103545
1686268800000,2023-06-09,TOMOUSDT,1.46,1.5511,1.3829,1.4575,8073138.8,11816835.30577,63324
1686182400000,2023-06-08,TOMOUSDT,1.2861,1.66,1.2834,1.46,16393767.2,24008392.73396,133708
1686096000000,2023-06-07,TOMOUSDT,1.4021,1.4198,1.2675,1.2861,5989079.9,8124368.06628,45359
1686009600000,2023-06-06,TOMOUSDT,1.2418,1.497,1.2024,1.4027,15898104.1,22000965.66544,142288
1685923200000,2023-06-05,TOMOUSDT,1.3855,1.3944,1.0825,1.2415,7142440.5,8751186.97518,64978
1685836800000,2023-06-04,TOMOUSDT,1.3333,1.4248,1.3153,1.3855,4721510.9,6541623.51393,51387
1685750400000,2023-06-03,TOMOUSDT,1.3629,1.4,1.3123,1.3332,2116739.7,2850688.83253,21506
1685664000000,2023-06-02,TOMOUSDT,1.3586,1.4147,1.3377,1.3629,2154874.3,2948476.34724,18745
1685577600000,2023-06-01,TOMOUSDT,1.4297,1.4305,1.3352,1.3579,3142882.3,4297826.61643,23495
1685491200000,2023-05-31,TOMOUSDT,1.4836,1.5168,1.3867,1.4285,10024764.3,14517155.06697,63653
1685404800000,2023-05-30,TOMOUSDT,1.4652,1.536,1.4006,1.4851,14241062.7,21100302.64585,81262
1685318400000,2023-05-29,TOMOUSDT,1.6239,1.745,1.4296,1.4657,26317574.6,42167963.4117,202705
1685232000000,2023-05-28,TOMOUSDT,1.2745,2.548,1.2416,1.6239,26798203.3,46771327.83469,224019
1685145600000,2023-05-27,TOMOUSDT,1.2253,1.2896,1.1947,1.2745,3330782.7,4123691.04765,25241
1685059200000,2023-05-26,TOMOUSDT,1.2378,1.2666,1.2122,1.2257,2061893.2,2544749.05738,16649
1684972800000,2023-05-25,TOMOUSDT,1.2599,1.368,1.2102,1.238,5671526,7247892.38224,45373
1684886400000,2023-05-24,TOMOUSDT,1.2682,1.3998,1.2474,1.2596,9065718.8,11861081.97301,62775
1684800000000,2023-05-23,TOMOUSDT,1.1059,1.3891,1.1031,1.2687,12625673.4,16082552.13328,85463
1684713600000,2023-05-22,TOMOUSDT,1.0416,1.1637,1.0289,1.1061,6772469,7533754.98326,40916
1684627200000,2023-05-21,TOMOUSDT,1.0648,1.0956,1.0327,1.0413,2286868.6,2453538.14635,13673
1684540800000,2023-05-20,TOMOUSDT,1.0406,1.0805,1.0324,1.0663,1999054.6,2116132.74698,15670
1684454400000,2023-05-19,TOMOUSDT,1.0264,1.0929,1.0152,1.0405,3142698.1,3319618.90958,23900
1684368000000,2023-05-18,TOMOUSDT,1.0445,1.1,0.9991,1.0273,8090378.5,8380017.74449,49137
1684281600000,2023-05-17,TOMOUSDT,0.9089,1.134,0.8681,1.0444,11161047.4,11524764.5769,72941
1684195200000,2023-05-16,TOMOUSDT,0.8978,0.932,0.89,0.9079,2724128.9,2476173.35117,14226
1684108800000,2023-05-15,TOMOUSDT,0.8995,0.9388,0.8866,0.8978,3920699.6,3581588.70875,16440
1684022400000,2023-05-14,TOMOUSDT,0.9431,0.952,0.8918,0.9,3589615.6,3282933.58899,16225
1683936000000,2023-05-13,TOMOUSDT,0.9436,0.954,0.9032,0.9431,5140137.8,4769965.21957,24581
1683849600000,2023-05-12,TOMOUSDT,0.9624,1.0235,0.934,0.944,5784502,5600877.69006,27248
1683763200000,2023-05-11,TOMOUSDT,1.0408,1.0508,0.9494,0.9631,6397215.5,6405511.32775,30225
1683676800000,2023-05-10,TOMOUSDT,0.86,1.1,0.853,1.0412,16566694.3,16766132.83088,98903
1683590400000,2023-05-09,TOMOUSDT,0.9102,0.9163,0.8187,0.8602,4822572,4183766.57389,26011
1683504000000,2023-05-08,TOMOUSDT,0.935,0.9752,0.8696,0.9107,6160432.1,5672367.12873,32555
1683417600000,2023-05-07,TOMOUSDT,0.9016,0.988,0.8881,0.9356,5551206.6,5234554.31717,27653
1683331200000,2023-05-06,TOMOUSDT,0.957,0.9662,0.9014,0.9015,5471485.6,5101671.13042,25217
1683244800000,2023-05-05,TOMOUSDT,0.8797,0.982,0.8744,0.9571,11337729.4,10519051.2953,49219
1683158400000,2023-05-04,TOMOUSDT,0.8735,0.8997,0.851,0.8797,9248552.7,8084474.58271,41895
1683072000000,2023-05-03,TOMOUSDT,0.7808,0.9268,0.7469,0.8736,13872241.6,11520401.02812,72888
1682985600000,2023-05-02,TOMOUSDT,0.8611,0.8612,0.7773,0.7808,5583828.3,4523175.20495,23155
1682899200000,2023-05-01,TOMOUSDT,0.8046,0.909,0.8024,0.8608,9771155,8469316.62763,45273
1682812800000,2023-04-30,TOMOUSDT,0.8738,0.8742,0.8002,0.8046,3566418.6,2984926.78614,22292
1682726400000,2023-04-29,TOMOUSDT,0.8697,1.05,0.8418,0.874,15201617.1,14008397.36587,88200
1682640000000,2023-04-28,TOMOUSDT,0.8947,0.9314,0.8651,0.8701,3662299.3,3284907.02974,16418
1682553600000,2023-04-27,TOMOUSDT,0.8723,0.9107,0.8489,0.8943,5186570.6,4563108.51803,22589
1682467200000,2023-04-26,TOMOUSDT,0.8344,0.9489,0.804,0.8726,22945206.8,19934939.28253,100016
1682380800000,2023-04-25,TOMOUSDT,0.7137,0.85,0.6671,0.8344,7993665.6,5902461.54506,43536
1682294400000,2023-04-24,TOMOUSDT,0.6803,0.7494,0.6404,0.713,5166557.4,3622378.05929,29654
1682208000000,2023-04-23,TOMOUSDT,0.7524,0.7757,0.6771,0.6802,2338946.7,1704117.09723,12569
1682121600000,2023-04-22,TOMOUSDT,0.7031,0.7564,0.6693,0.7532,2502571.6,1769838.83865,13787
1682035200000,2023-04-21,TOMOUSDT,0.7342,0.7783,0.6835,0.7031,2907490.5,2119630.10368,17455
1681948800000,2023-04-20,TOMOUSDT,0.7523,0.825,0.7242,0.7348,2659261.8,2033720.02153,18209
1681862400000,2023-04-19,TOMOUSDT,0.7957,0.8279,0.7179,0.7527,3302007.7,2590921.01927,20373
1681776000000,2023-04-18,TOMOUSDT,0.7864,0.804,0.7621,0.7956,1496713.5,1180074.11759,8573
1681689600000,2023-04-17,TOMOUSDT,0.8242,0.88,0.758,0.786,6004072.3,4888305.28385,32357
1681603200000,2023-04-16,TOMOUSDT,0.7427,0.8473,0.7301,0.8242,3732793.2,2964914.85304,19769
1681516800000,2023-04-15,TOMOUSDT,0.7278,0.7483,0.718,0.7437,1362017.1,995425.93398,6590
1681430400000,2023-04-14,TOMOUSDT,0.7137,0.7801,0.7106,0.7282,3520846.8,2625457.02068,21180
1681344000000,2023-04-13,TOMOUSDT,0.6601,0.725,0.6506,0.714,2106683,1454016.0148,12516
1681257600000,2023-04-12,TOMOUSDT,0.6729,0.694,0.6431,0.66,1354158.8,902042.6175,9611
1681171200000,2023-04-11,TOMOUSDT,0.6874,0.6893,0.6697,0.6738,937161.2,635689.53599,6258
1681084800000,2023-04-10,TOMOUSDT,0.6552,0.696,0.6462,0.688,2001339.2,1332228.54643,12753
1680998400000,2023-04-09,TOMOUSDT,0.6482,0.6598,0.6317,0.6553,1339224.5,866041.49809,7463
1680912000000,2023-04-08,TOMOUSDT,0.6544,0.6667,0.6436,0.6473,1478585.2,969238.84345,6496
1680825600000,2023-04-07,TOMOUSDT,0.6445,0.6958,0.6364,0.6546,2685408.4,1783580.77125,14000
1680739200000,2023-04-06,TOMOUSDT,0.7217,0.7231,0.6411,0.6447,3082293.7,2072022.55993,12740
1680652800000,2023-04-05,TOMOUSDT,0.6672,0.7279,0.662,0.7216,3708212.5,2559107.94729,15535
1680566400000,2023-04-04,TOMOUSDT,0.6721,0.707,0.6626,0.667,5336903.5,3635217.78955,21779
1680480000000,2023-04-03,TOMOUSDT,0.6068,0.6838,0.5838,0.6719,6798027.4,4317035.01003,27908
1680393600000,2023-04-02,TOMOUSDT,0.602,0.6232,0.5876,0.6065,3105210.7,1882787.13164,11961
1680307200000,2023-04-01,TOMOUSDT,0.615,0.63,0.597,0.602,1927108.9,1179878.97899,9719
1680220800000,2023-03-31,TOMOUSDT,0.6302,0.6436,0.6118,0.6154,2764136,1726361.26076,17865
1680134400000,2023-03-30,TOMOUSDT,0.6807,0.6807,0.6256,0.6302,3539556.9,2324677.6017,15987
1680048000000,2023-03-29,TOMOUSDT,0.5977,0.7241,0.5932,0.6817,9896757.5,6583786.39742,37370
1679961600000,2023-03-28,TOMOUSDT,0.5281,0.6333,0.519,0.5978,7541111.6,4463173.08947,31950
1679875200000,2023-03-27,TOMOUSDT,0.6084,0.613,0.528,0.5285,3207919.6,1827136.90923,11307
1679788800000,2023-03-26,TOMOUSDT,0.5562,0.6205,0.5492,0.6084,4070854.3,2385923.94929,15067
1679702400000,2023-03-25,TOMOUSDT,0.5502,0.5937,0.5405,0.5561,3170832.6,1797739.0543,14643
1679616000000,2023-03-24,TOMOUSDT,0.6254,0.6279,0.547,0.5497,4186239.9,2472189.76728,14494
1679529600000,2023-03-23,TOMOUSDT,0.5229,0.6455,0.516,0.6259,8386825.9,4998881.12817,29139
1679443200000,2023-03-22,TOMOUSDT,0.5507,0.5514,0.5015,0.5226,4035373.4,2093304.6747,15481
1679356800000,2023-03-21,TOMOUSDT,0.5399,0.6,0.5272,0.5496,5786732.4,3302664.01977,20668
1679270400000,2023-03-20,TOMOUSDT,0.5566,0.5668,0.535,0.5388,2419080.6,1331656.91343,10527
1679184000000,2023-03-19,TOMOUSDT,0.5983,0.6178,0.5545,0.5561,3268308,1891616.26135,16127
1679097600000,2023-03-18,TOMOUSDT,0.6044,0.6591,0.5916,0.5982,6575881.5,4127394.64111,29222
1679011200000,2023-03-17,TOMOUSDT,0.517,0.6067,0.5055,0.6039,4440662.4,2427507.56769,17262
1678924800000,2023-03-16,TOMOUSDT,0.499,0.5351,0.4962,0.5173,3087253.8,1600961.31072,14976
1678838400000,2023-03-15,TOMOUSDT,0.5171,0.5479,0.4917,0.4993,4761884,2468290.07086,23495
1678752000000,2023-03-14,TOMOUSDT,0.4615,0.5569,0.4585,0.5172,13120500.5,6630708.79909,44446
1678665600000,2023-03-13,TOMOUSDT,0.3978,0.4786,0.3967,0.4616,5099317.4,2241132.30738,18756
1678579200000,2023-03-12,TOMOUSDT,0.3522,0.3977,0.3476,0.3971,3857982.8,1422849.69508,12387
1678492800000,2023-03-11,TOMOUSDT,0.3455,0.356,0.3326,0.3523,1906202.8,656005.43604,7970
1678406400000,2023-03-10,TOMOUSDT,0.3396,0.356,0.3166,0.3451,2348695.7,783970.16881,9329
1678320000000,2023-03-09,TOMOUSDT,0.3489,0.3723,0.3271,0.34,3235771,1151253.72036,12783
1678233600000,2023-03-08,TOMOUSDT,0.3648,0.3683,0.345,0.3485,1355908.7,484757.65442,6573
1678147200000,2023-03-07,TOMOUSDT,0.3718,0.3809,0.3542,0.3649,1825767.7,670740.08084,6540
1678060800000,2023-03-06,TOMOUSDT,0.3693,0.3754,0.3587,0.3713,1554738.5,571852.69664,7560
1677974400000,2023-03-05,TOMOUSDT,0.3697,0.3821,0.3656,0.3701,1757339.8,658151.16919,5624
1677888000000,2023-03-04,TOMOUSDT,0.3865,0.3887,0.3566,0.3704,1081031,403115.20492,5075
1677801600000,2023-03-03,TOMOUSDT,0.4137,0.4142,0.3626,0.3867,5815948.6,2257195.87083,20919
1677715200000,2023-03-02,TOMOUSDT,0.4302,0.431,0.4041,0.4131,1267562.3,525151.39853,5673
1677628800000,2023-03-01,TOMOUSDT,0.4099,0.4314,0.4067,0.4298,1664333.8,707179.02428,7772
1677542400000,2023-02-28,TOMOUSDT,0.4384,0.445,0.4068,0.4092,2251237.2,966361.60731,8762
1677456000000,2023-02-27,TOMOUSDT,0.4366,0.4451,0.4247,0.4385,2022627.4,877540.55094,7853
1677369600000,2023-02-26,TOMOUSDT,0.4374,0.4719,0.4272,0.4361,4385898.7,1979874.63971,12509
1677283200000,2023-02-25,TOMOUSDT,0.459,0.4657,0.4219,0.4371,1942200.6,857417.21092,7904
1677196800000,2023-02-24,TOMOUSDT,0.4996,0.5008,0.4427,0.4585,3273795.4,1566866.54877,12823
1677110400000,2023-02-23,TOMOUSDT,0.5122,0.521,0.491,0.4997,2927101.2,1487642.07904,12890
1677024000000,2023-02-22,TOMOUSDT,0.5162,0.5234,0.4823,0.5122,6105754,3075097.2374,22909
1676937600000,2023-02-21,TOMOUSDT,0.4746,0.58,0.4746,0.518,17948489.5,9243430.36196,60506
1676851200000,2023-02-20,TOMOUSDT,0.429,0.5039,0.417,0.4746,17887912.6,8390719.30293,49679
1676764800000,2023-02-19,TOMOUSDT,0.422,0.4387,0.4107,0.4293,3157835.7,1337636.03801,11756
1676678400000,2023-02-18,TOMOUSDT,0.416,0.4261,0.416,0.4218,1650807.9,695554.20932,7504
1676592000000,2023-02-17,TOMOUSDT,0.3893,0.4223,0.3888,0.4163,2684585.5,1102494.47691,10642
1676505600000,2023-02-16,TOMOUSDT,0.4113,0.4216,0.3875,0.3893,2641321.6,1085422.7672,11500
1676419200000,2023-02-15,TOMOUSDT,0.3828,0.411,0.3777,0.411,2332194.8,906791.95046,9380
1676332800000,2023-02-14,TOMOUSDT,0.3684,0.3824,0.3564,0.3822,1559491.9,575506.79276,8101
1676246400000,2023-02-13,TOMOUSDT,0.3723,0.3736,0.3421,0.3687,2448734.9,880525.60422,12434
1676160000000,2023-02-12,TOMOUSDT,0.3598,0.3871,0.3586,0.3724,5480096.7,2051075.5777,18085
1676073600000,2023-02-11,TOMOUSDT,0.353,0.3618,0.3444,0.3598,2393236.5,843778.63245,9325
1675987200000,2023-02-10,TOMOUSDT,0.374,0.3774,0.3503,0.353,4357686.2,1592993.05466,17160
1675900800000,2023-02-09,TOMOUSDT,0.4306,0.4409,0.3616,0.3741,3450207.5,1408612.26867,15262
1675814400000,2023-02-08,TOMOUSDT,0.4702,0.471,0.42,0.4307,3519883,1571464.36825,13497
1675728000000,2023-02-07,TOMOUSDT,0.4357,0.4854,0.4276,0.4702,7018568.8,3191095.12891,22611
1675641600000,2023-02-06,TOMOUSDT,0.4215,0.4474,0.4188,0.4356,5525574.5,2383275.94566,16968
1675555200000,2023-02-05,TOMOUSDT,0.4208,0.45,0.3768,0.4215,5810886.9,2441184.49239,20809
1675468800000,2023-02-04,TOMOUSDT,0.406,0.4315,0.3987,0.4207,3154818.1,1322602.0597,13501
1675382400000,2023-02-03,TOMOUSDT,0.3973,0.4086,0.3909,0.4062,2568353.2,1029562.14538,12496
1675296000000,2023-02-02,TOMOUSDT,0.4135,0.437,0.393,0.3967,6045047.6,2484994.77558,21135
1675209600000,2023-02-01,TOMOUSDT,0.3756,0.4193,0.352,0.4133,2971937.7,1147645.63918,15572
1675123200000,2023-01-31,TOMOUSDT,0.3907,0.392,0.3691,0.3754,1805913.2,688553.57614,7667
1675036800000,2023-01-30,TOMOUSDT,0.397,0.4006,0.3734,0.3911,3091926,1203550.89451,11551
