https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BNB,Volume BUSD,tradecount
1698278400000,2023-10-26,BNBBUSD,222.0,228.2,219.3,223.1,19466.723,4359357.53,13505
1698192000000,2023-10-25,BNBBUSD,225.2,229.1,221.7,222.2,18204.411,4105754.0163,12488
1698105600000,2023-10-24,BNBBUSD,228.5,238.0,221.8,225.1,31246.106,7156500.3914,24115
1698019200000,2023-10-23,BNBBUSD,217.8,230.9,217.1,228.5,21883.585,4867455.6606,18922
1697932800000,2023-10-22,BNBBUSD,214.2,218.3,213.7,217.7,8483.129,1827337.3381,7280
1697846400000,2023-10-21,BNBBUSD,212.2,215.8,211.5,214.2,15183.788,3239743.3128,8318
1697760000000,2023-10-20,BNBBUSD,211.2,216.5,210.6,212.1,12673.64,2708842.9097,9241
1697673600000,2023-10-19,BNBBUSD,210.3,211.5,208.1,211.2,9392.131,1973491.656,6510
1697587200000,2023-10-18,BNBBUSD,211.5,213.9,209.9,210.3,7875.961,1669582.2143,6113
1697500800000,2023-10-17,BNBBUSD,214.7,220.1,209.0,211.4,44469.05,9601705.6022,17488
1697414400000,2023-10-16,BNBBUSD,209.8,218.9,209.6,214.6,20300.61,4341505.6328,15401
1697328000000,2023-10-15,BNBBUSD,206.5,223.4,206.2,209.7,96146.183,20324477.2132,26493
1697241600000,2023-10-14,BNBBUSD,206.0,206.9,205.7,206.5,5248.481,1082790.5327,6264
1697155200000,2023-10-13,BNBBUSD,205.1,208.2,204.4,205.9,9654.801,1988105.5569,7076
1697068800000,2023-10-12,BNBBUSD,206.5,207.3,202.9,205.2,11951.972,2453092.168,8683
1696982400000,2023-10-11,BNBBUSD,208.5,208.7,204.3,206.5,19167.732,3958428.5176,12419
1696896000000,2023-10-10,BNBBUSD,205.8,214.1,205.6,208.5,30427.552,6353965.1889,16694
1696809600000,2023-10-09,BNBBUSD,211.4,212.2,202.2,205.8,21917.838,4542002.5245,16350
1696723200000,2023-10-08,BNBBUSD,212.3,212.8,209.0,211.4,10004.919,2113270.5522,8052
1696636800000,2023-10-07,BNBBUSD,213.4,213.8,211.5,212.3,4629.619,985755.7245,5060
1696550400000,2023-10-06,BNBBUSD,210.7,214.6,210.2,213.3,10974.317,2329465.7846,8407
1696464000000,2023-10-05,BNBBUSD,213.3,213.9,210.3,210.7,10111.269,2143428.2179,8678
1696377600000,2023-10-04,BNBBUSD,213.5,213.8,210.8,213.3,13245.206,2812529.077,10163
1696291200000,2023-10-03,BNBBUSD,214.6,215.8,212.5,213.5,10475.25,2243054.801,8713
1696204800000,2023-10-02,BNBBUSD,218.2,221.5,213.1,214.6,21328.332,4641894.5982,14565
1696118400000,2023-10-01,BNBBUSD,214.6,219.4,213.2,218.1,12607.858,2723523.6458,9483
1696032000000,2023-09-30,BNBBUSD,215.2,216.4,213.9,214.6,7837.063,1684672.9172,6498
1695945600000,2023-09-29,BNBBUSD,215.0,217.5,214.4,215.1,10547.991,2276469.191,8824
1695859200000,2023-09-28,BNBBUSD,211.9,216.8,211.4,215.0,14876.649,3182610.0352,10251
1695772800000,2023-09-27,BNBBUSD,212.5,215.8,210.4,211.9,12899.808,2744703.6032,10613
1695686400000,2023-09-26,BNBBUSD,210.0,213.6,209.6,212.5,15951.279,3379035.9466,9928
1695600000000,2023-09-25,BNBBUSD,208.3,210.5,206.6,209.9,13927.983,2909918.5447,10389
1695513600000,2023-09-24,BNBBUSD,210.5,211.3,206.6,208.4,7766.782,1627902.1775,7573
1695427200000,2023-09-23,BNBBUSD,211.1,211.6,209.9,210.4,5398.029,1137370.683,5747
1695340800000,2023-09-22,BNBBUSD,210.7,212.2,209.6,211.1,12424.179,2619960.1238,8963
1695254400000,2023-09-21,BNBBUSD,214.4,215.1,209.3,210.8,19107.3,4045473.7197,14405
1695168000000,2023-09-20,BNBBUSD,217.2,217.9,213.1,214.4,14984.412,3228080.4442,12299
1695081600000,2023-09-19,BNBBUSD,215.9,219.9,215.4,217.2,14058.91,3057190.9459,12699
1694995200000,2023-09-18,BNBBUSD,216.5,221.3,215.0,215.9,25182.113,5483217.0462,21964
1694908800000,2023-09-17,BNBBUSD,214.8,216.8,213.4,216.5,10767.018,2319586.0648,11834
1694822400000,2023-09-16,BNBBUSD,214.1,216.0,213.4,214.8,9725.918,2086239.9894,10249
1694736000000,2023-09-15,BNBBUSD,212.2,214.9,211.0,214.0,10451.909,2222702.5077,10640
1694649600000,2023-09-14,BNBBUSD,212.6,215.0,210.9,212.3,16706.108,3553110.1634,15960
1694563200000,2023-09-13,BNBBUSD,210.7,213.3,209.3,212.6,14476.354,3059558.6773,14434
1694476800000,2023-09-12,BNBBUSD,206.2,214.9,204.9,210.7,29839.444,6294791.4948,26138
1694390400000,2023-09-11,BNBBUSD,212.3,212.7,203.9,206.2,27516.247,5712180.4809,24543
1694304000000,2023-09-10,BNBBUSD,214.1,214.3,211.1,212.3,20004.289,4253690.9533,14793
1694217600000,2023-09-09,BNBBUSD,214.6,215.4,214.1,214.1,6449.535,1385991.6918,6390
1694131200000,2023-09-08,BNBBUSD,217.0,218.7,213.3,214.7,15780.755,3401568.4044,14305
1694044800000,2023-09-07,BNBBUSD,215.1,217.8,213.5,217.0,18521.321,3989488.7177,16319
1693958400000,2023-09-06,BNBBUSD,214.5,218.4,211.8,215.1,19884.025,4268677.1933,18043
1693872000000,2023-09-05,BNBBUSD,215.2,216.0,213.5,214.5,16540.164,3553362.4225,14932
1693785600000,2023-09-04,BNBBUSD,214.4,216.6,213.1,215.2,24512.493,5272841.8,18061
1693699200000,2023-09-03,BNBBUSD,214.4,215.2,213.2,214.4,12818.948,2745417.1034,11286
1693612800000,2023-09-02,BNBBUSD,213.6,215.8,213.0,214.4,15923.115,3414372.7917,12389
1693526400000,2023-09-01,BNBBUSD,216.6,218.4,211.1,213.6,32311.789,6922236.6978,24246
1693440000000,2023-08-31,BNBBUSD,223.7,225.8,214.5,216.6,28918.112,6363742.6182,24877
1693353600000,2023-08-30,BNBBUSD,226.9,227.2,221.8,223.8,22002.112,4932791.8105,18423
1693267200000,2023-08-29,BNBBUSD,218.7,234.1,216.9,226.9,59601.265,13564283.5299,48204
1693180800000,2023-08-28,BNBBUSD,218.3,219.4,215.1,218.6,23093.687,5020739.0137,17344
1693094400000,2023-08-27,BNBBUSD,216.3,219.7,215.8,218.3,14478.216,3153163.3469,10988
1693008000000,2023-08-26,BNBBUSD,218.3,219.1,216.0,216.4,13565.231,2946090.9267,10276
1692921600000,2023-08-25,BNBBUSD,219.0,219.4,213.7,218.3,30694.487,6650491.6806,25228
1692835200000,2023-08-24,BNBBUSD,216.7,221.0,215.5,218.9,34855.117,7612225.7572,28625
1692748800000,2023-08-23,BNBBUSD,210.9,218.7,210.8,216.7,52807.446,11358920.4606,37133
1692662400000,2023-08-22,BNBBUSD,210.4,212.8,203.4,210.9,61894.956,12855916.3202,43242
1692576000000,2023-08-21,BNBBUSD,216.6,216.8,206.3,210.3,53531.131,11292692.7909,35133
1692489600000,2023-08-20,BNBBUSD,216.9,217.9,215.3,216.5,13379.178,2898144.9075,12509
1692403200000,2023-08-19,BNBBUSD,215.9,219.1,213.6,216.9,22280.436,4814987.5419,17216
1692316800000,2023-08-18,BNBBUSD,217.9,220.1,213.4,215.9,39307.688,8537702.4041,34770
1692230400000,2023-08-17,BNBBUSD,231.9,232.2,213.4,217.9,85218.377,19002533.4243,65338
1692144000000,2023-08-16,BNBBUSD,236.7,237.2,230.5,231.9,42955.619,10049206.0829,28814
1692057600000,2023-08-15,BNBBUSD,240.3,240.5,234.0,236.7,42408.731,10088744.205,31465
1691971200000,2023-08-14,BNBBUSD,240.0,241.2,239.6,240.3,14364.103,3453286.9805,15770
1691884800000,2023-08-13,BNBBUSD,240.1,241.7,239.7,240.0,15121.565,3635855.3299,14063
1691798400000,2023-08-12,BNBBUSD,239.6,241.2,239.1,240.2,13302.227,3197362.1213,12897
1691712000000,2023-08-11,BNBBUSD,241.1,242.0,238.0,239.5,21695.45,5201126.4611,19936
1691625600000,2023-08-10,BNBBUSD,243.7,243.9,240.2,241.2,16799.676,4067019.5252,18647
1691539200000,2023-08-09,BNBBUSD,244.8,245.3,242.6,243.7,18699.044,4562934.5553,20086
1691452800000,2023-08-08,BNBBUSD,241.7,247.6,241.2,244.8,24866.728,6074971.3182,23697
1691366400000,2023-08-07,BNBBUSD,243.0,244.6,239.4,241.8,26140.261,6324797.9823,25436
1691280000000,2023-08-06,BNBBUSD,243.0,245.2,242.6,243.0,14758.247,3598567.2948,15982
1691193600000,2023-08-05,BNBBUSD,241.4,243.0,239.7,243.0,14231.816,3435339.0418,15625
1691107200000,2023-08-04,BNBBUSD,240.9,243.2,240.0,241.4,23843.075,5767310.9257,19075
1691020800000,2023-08-03,BNBBUSD,240.5,241.9,238.1,240.9,33780.18,8117406.943,21627
1690934400000,2023-08-02,BNBBUSD,247.7,248.6,235.7,240.5,87915.145,21285537.4398,45922
1690848000000,2023-08-01,BNBBUSD,240.9,247.7,237.3,247.6,108880.286,26520436.2274,50619
1690761600000,2023-07-31,BNBBUSD,242.5,244.4,240.6,241.0,38126.957,9250726.2226,21149
1690675200000,2023-07-30,BNBBUSD,242.5,243.8,240.3,242.6,34518.319,8365405.7873,18610
1690588800000,2023-07-29,BNBBUSD,241.9,242.9,241.1,242.5,11107.991,2687392.4044,10185
1690502400000,2023-07-28,BNBBUSD,240.6,242.9,239.8,241.8,28270.956,6825777.5653,17544
1690416000000,2023-07-27,BNBBUSD,238.9,244.5,238.4,240.7,40943.229,9884645.82,23784
1690329600000,2023-07-26,BNBBUSD,237.8,240.4,236.3,239.0,42019.396,10003744.3619,25391
1690243200000,2023-07-25,BNBBUSD,239.0,239.7,236.3,237.8,39243.095,9334426.2448,22765
1690156800000,2023-07-24,BNBBUSD,242.4,243.1,235.5,239.0,58928.354,14076021.3286,33085
1690070400000,2023-07-23,BNBBUSD,241.1,244.0,240.4,242.5,19471.659,4722259.5725,16536
1689984000000,2023-07-22,BNBBUSD,243.7,244.9,240.1,241.1,22082.905,5362176.3581,16645
1689897600000,2023-07-21,BNBBUSD,242.8,245.3,242.0,243.7,35846.936,8743888.7074,23278
1689811200000,2023-07-20,BNBBUSD,240.9,245.0,240.4,242.8,58105.767,14108891.9697,33670
1689724800000,2023-07-19,BNBBUSD,240.2,244.1,239.8,241.0,51661.267,12498063.5896,31139
1689638400000,2023-07-18,BNBBUSD,244.1,246.6,237.3,240.2,85727.696,20703727.7772,48607
1689552000000,2023-07-17,BNBBUSD,242.5,244.9,239.8,244.2,95146.093,23098686.0942,51051
1689465600000,2023-07-16,BNBBUSD,251.2,252.1,242.3,242.5,54240.864,13411649.4209,32753
1689379200000,2023-07-15,BNBBUSD,248.2,252.6,247.0,251.1,45273.985,11321396.9627,29727
1689292800000,2023-07-14,BNBBUSD,256.2,261.7,243.6,248.2,126676.327,32185811.5142,76719
1689206400000,2023-07-13,BNBBUSD,243.9,257.9,242.8,256.2,118157.859,29623649.8903,70580
1689120000000,2023-07-12,BNBBUSD,248.6,250.4,242.6,243.9,64435.719,15907378.9126,38061
1689033600000,2023-07-11,BNBBUSD,246.1,249.5,244.7,248.5,71555.302,17681822.367,36450
1688947200000,2023-07-10,BNBBUSD,234.2,246.4,231.5,246.2,214210.222,51658451.5881,74602
1688860800000,2023-07-09,BNBBUSD,236.3,237.1,233.0,234.1,39955.319,9385257.4735,19241
1688774400000,2023-07-08,BNBBUSD,235.6,237.6,234.2,236.4,52564.069,12413943.7989,20909
1688688000000,2023-07-07,BNBBUSD,232.3,236.3,231.0,235.7,92027.154,21546575.3472,34432
1688601600000,2023-07-06,BNBBUSD,238.9,244.3,231.7,232.3,139553.773,33254436.8749,56961
1688515200000,2023-07-05,BNBBUSD,242.6,244.0,235.7,239.0,113730.986,27240477.5226,48284
1688428800000,2023-07-04,BNBBUSD,246.5,246.9,240.5,242.5,88405.366,21596397.6807,41840
1688342400000,2023-07-03,BNBBUSD,246.4,254.7,245.3,246.5,163909.526,40746157.1615,68579
1688256000000,2023-07-02,BNBBUSD,247.9,248.4,242.8,246.4,123196.342,30215457.2653,50447
1688169600000,2023-07-01,BNBBUSD,240.3,249.1,240.1,247.9,141074.831,34500662.1182,55056
1688083200000,2023-06-30,BNBBUSD,233.2,241.7,230.8,240.3,174558.359,41484443.4168,87209
1687996800000,2023-06-29,BNBBUSD,230.6,236.6,230.4,233.1,67708.577,15816401.2604,38271
1687910400000,2023-06-28,BNBBUSD,237.4,237.6,224.4,230.6,133446.208,30961561.6158,69561
1687824000000,2023-06-27,BNBBUSD,236.0,240.8,234.6,237.5,59938.337,14287211.8822,36141
1687737600000,2023-06-26,BNBBUSD,239.0,241.3,233.7,236.0,98041.861,23224352.4786,56915
1687651200000,2023-06-25,BNBBUSD,236.4,242.2,235.2,238.9,94409.734,22566961.22,51427
1687564800000,2023-06-24,BNBBUSD,244.5,248.6,230.6,236.5,152760.208,36510565.6692,70147
1687478400000,2023-06-23,BNBBUSD,240.8,249.8,239.8,244.4,112956.313,27628741.8275,62774
1687392000000,2023-06-22,BNBBUSD,248.9,256.9,239.5,240.9,156019.062,38707305.8809,69833
1687305600000,2023-06-21,BNBBUSD,247.6,254.7,245.0,248.8,161352.308,40241339.4737,77270
1687219200000,2023-06-20,BNBBUSD,242.9,248.0,238.7,247.7,97796.894,23696219.7168,48136
1687132800000,2023-06-19,BNBBUSD,244.1,245.0,238.3,242.9,84306.281,20417214.6438,43898
1687046400000,2023-06-18,BNBBUSD,244.4,248.6,242.2,244.1,83817.602,20567713.4319,45029
1686960000000,2023-06-17,BNBBUSD,239.2,249.4,237.1,244.5,106235.64,25975201.2084,56396
1686873600000,2023-06-16,BNBBUSD,236.3,243.5,232.0,239.2,115132.334,27344427.6369,63782
1686787200000,2023-06-15,BNBBUSD,238.0,240.8,230.4,236.4,119591.254,28145658.9759,73182
1686700800000,2023-06-14,BNBBUSD,244.2,252.9,233.1,238.0,228286.499,56011642.6878,123906
1686614400000,2023-06-13,BNBBUSD,231.4,247.0,228.7,244.2,234568.338,56042045.7402,136234
1686528000000,2023-06-12,BNBBUSD,235.5,239.5,220.6,231.3,299982.73,68923223.8012,166717
1686441600000,2023-06-11,BNBBUSD,239.0,239.5,233.6,235.5,75338.954,17822826.3935,44788
1686355200000,2023-06-10,BNBBUSD,260.7,260.8,226.9,239.0,263845.454,63494023.7977,168891
1686268800000,2023-06-09,BNBBUSD,262.0,264.4,255.7,260.7,113003.136,29459040.8571,63349
1686182400000,2023-06-08,BNBBUSD,259.3,267.5,257.3,262.0,132785.368,34905554.2492,66772
1686096000000,2023-06-07,BNBBUSD,281.4,281.9,253.8,259.3,235917.153,62439781.8512,119451
1686009600000,2023-06-06,BNBBUSD,277.2,285.9,273.4,281.4,120634.002,33668070.5207,72778
1685923200000,2023-06-05,BNBBUSD,305.1,305.2,272.3,277.1,222227.01,63522438.8653,135780
1685836800000,2023-06-04,BNBBUSD,306.7,307.6,304.6,305.2,22832.889,6997806.7172,21346
1685750400000,2023-06-03,BNBBUSD,307.3,308.2,305.0,306.7,19779.022,6064333.4845,20082
1685664000000,2023-06-02,BNBBUSD,304.9,308.4,303.2,307.3,40320.984,12369161.4321,32187
1685577600000,2023-06-01,BNBBUSD,306.9,307.8,303.1,304.9,32980.472,10057991.3711,30002
1685491200000,2023-05-31,BNBBUSD,311.6,311.8,305.2,306.9,55021.457,16905591.1304,42330
1685404800000,2023-05-30,BNBBUSD,311.8,314.3,310.9,311.6,52410.625,16366960.3636,33574
1685318400000,2023-05-29,BNBBUSD,314.2,317.2,310.6,311.9,106570.739,33469472.4942,49678
1685232000000,2023-05-28,BNBBUSD,307.5,314.6,306.8,314.2,36860.223,11412221.7184,31814
1685145600000,2023-05-27,BNBBUSD,306.9,307.7,304.2,307.5,19552.17,5982878.9557,19565
1685059200000,2023-05-26,BNBBUSD,304.6,308.6,301.7,306.8,54709.518,16720641.7451,40965
1684972800000,2023-05-25,BNBBUSD,306.0,306.9,302.3,304.5,37740.165,11503732.564,34248
1684886400000,2023-05-24,BNBBUSD,313.5,313.6,303.8,306.0,46717.355,14370583.5213,40937
1684800000000,2023-05-23,BNBBUSD,309.1,315.3,309.1,313.5,34631.905,10850046.0189,31870
1684713600000,2023-05-22,BNBBUSD,306.5,311.1,304.5,309.1,31970.967,9865598.7122,32094
1684627200000,2023-05-21,BNBBUSD,310.8,311.7,305.9,306.5,21300.328,6587792.9196,23884
1684540800000,2023-05-20,BNBBUSD,309.0,312.0,308.0,310.8,13860.725,4293426.6566,17732
1684454400000,2023-05-19,BNBBUSD,309.4,311.5,307.6,309.0,30047.48,9295131.2871,29142
1684368000000,2023-05-18,BNBBUSD,314.2,314.9,306.1,309.3,40560.409,12611954.974,40203
1684281600000,2023-05-17,BNBBUSD,311.4,314.4,307.1,314.1,37791.832,11745484.9959,37241
1684195200000,2023-05-16,BNBBUSD,313.4,314.0,309.4,311.4,28679.911,8933034.3435,30104
1684108800000,2023-05-15,BNBBUSD,312.1,316.4,310.6,313.4,37219.633,11702274.6524,32738
1684022400000,2023-05-14,BNBBUSD,310.8,314.7,309.6,312.2,28970.744,9045469.8454,29165
1683936000000,2023-05-13,BNBBUSD,308.6,311.8,307.6,310.8,28831.815,8939053.934,29171
1683849600000,2023-05-12,BNBBUSD,307.7,309.1,301.3,308.6,60136.286,18366065.8006,59122
1683763200000,2023-05-11,BNBBUSD,314.4,314.5,304.5,307.6,51196.595,15854936.2773,55313
1683676800000,2023-05-10,BNBBUSD,312.3,316.8,307.8,314.4,64592.342,20219071.3594,66175
1683590400000,2023-05-09,BNBBUSD,313.8,315.9,311.4,312.3,35502.717,11140816.4441,36735
1683504000000,2023-05-08,BNBBUSD,321.1,322.3,311.3,313.8,55797.542,17642854.144,59559
1683417600000,2023-05-07,BNBBUSD,322.2,325.5,320.7,321.1,31134.401,10073013.702,31915
1683331200000,2023-05-06,BNBBUSD,326.6,328.6,319.7,322.2,41293.935,13359686.5776,47924
1683244800000,2023-05-05,BNBBUSD,323.9,329.0,323.0,326.6,45568.324,14862183.5656,48971
1683158400000,2023-05-04,BNBBUSD,325.9,327.5,323.3,323.8,29760.156,9685659.2415,32763
1683072000000,2023-05-03,BNBBUSD,321.7,327.6,320.5,325.9,67098.717,21722184.9335,59091
1682985600000,2023-05-02,BNBBUSD,328.8,328.8,321.5,321.7,65913.341,21386574.2582,53771
1682899200000,2023-05-01,BNBBUSD,337.6,339.7,326.3,328.8,91093.422,30346172.6894,75307
1682812800000,2023-04-30,BNBBUSD,322.0,338.2,320.6,337.5,98208.844,32509662.2475,75077
1682726400000,2023-04-29,BNBBUSD,324.3,324.8,321.2,322.0,28586.537,9233528.8381,32442
1682640000000,2023-04-28,BNBBUSD,331.1,331.1,318.6,324.3,125867.092,40739626.1224,99094
1682553600000,2023-04-27,BNBBUSD,330.8,336.7,328.5,331.0,79794.247,26539552.1836,84378
1682467200000,2023-04-26,BNBBUSD,338.4,345.0,323.7,330.8,107541.3,36065958.15,106713
1682380800000,2023-04-25,BNBBUSD,331.3,339.9,328.7,338.4,73902.667,24594458.9158,67078
1682294400000,2023-04-24,BNBBUSD,330.8,334.0,328.0,331.3,60015.763,19863450.3117,60112
1682208000000,2023-04-23,BNBBUSD,332.3,332.4,327.6,330.9,53537.955,17673030.2182,50895
1682121600000,2023-04-22,BNBBUSD,321.3,333.3,319.9,332.3,65544.916,21429433.4901,55821
1682035200000,2023-04-21,BNBBUSD,318.2,332.7,315.5,321.4,167038.923,54319583.0485,128466
1681948800000,2023-04-20,BNBBUSD,322.6,326.9,315.4,318.1,74560.565,23993486.5379,72136
1681862400000,2023-04-19,BNBBUSD,343.2,343.8,320.3,322.6,129677.309,42737111.8559,99148
1681776000000,2023-04-18,BNBBUSD,340.1,346.8,337.3,343.1,76484.208,26249133.576,60239
1681689600000,2023-04-17,BNBBUSD,347.7,350.2,337.8,340.1,83579.93,28701899.3114,75871
1681603200000,2023-04-16,BNBBUSD,333.2,350.1,330.3,347.8,112043.149,38348163.0272,88549
1681516800000,2023-04-15,BNBBUSD,329.1,336.0,327.0,333.2,66131.065,21984264.4275,57963
1681430400000,2023-04-14,BNBBUSD,324.8,335.5,323.4,329.1,120477.185,39801191.2969,91001
1681344000000,2023-04-13,BNBBUSD,320.0,325.0,318.0,324.8,58086.84,18720581.6663,46564
1681257600000,2023-04-12,BNBBUSD,322.5,323.6,317.0,320.0,68308.181,21837222.9332,56132
1681171200000,2023-04-11,BNBBUSD,318.7,333.2,317.9,322.5,127752.611,41812575.0686,95303
1681084800000,2023-04-10,BNBBUSD,312.9,318.7,311.8,318.7,51933.868,16307219.1339,40704
1680998400000,2023-04-09,BNBBUSD,310.7,313.9,309.7,312.8,29066.829,9048193.1098,44005
1680912000000,2023-04-08,BNBBUSD,310.7,312.8,310.2,310.8,24672.501,7689583.3411,37180
1680825600000,2023-04-07,BNBBUSD,312.3,312.9,309.9,310.7,30695.616,9549529.5188,41838
1680739200000,2023-04-06,BNBBUSD,314.2,315.3,310.8,312.3,42504.651,13294719.3354,50673
1680652800000,2023-04-05,BNBBUSD,311.0,317.0,310.4,314.1,65471.186,20560906.2739,58024
1680566400000,2023-04-04,BNBBUSD,308.8,312.7,308.3,311.0,57530.135,17873131.963,54656
1680480000000,2023-04-03,BNBBUSD,314.0,314.3,300.0,308.8,99132.821,30517213.0181,92454
1680393600000,2023-04-02,BNBBUSD,315.1,316.4,310.9,313.9,26836.777,8423858.6405,38806
1680307200000,2023-04-01,BNBBUSD,317.1,318.6,313.2,315.2,39125.177,12340302.7774,45930
1680220800000,2023-03-31,BNBBUSD,316.5,320.0,313.1,317.0,64171.578,20326251.9362,66707
1680134400000,2023-03-30,BNBBUSD,313.9,320.9,309.5,316.5,115485.34,36412881.7521,98002
1680048000000,2023-03-29,BNBBUSD,313.5,319.9,312.6,313.9,82247.38,25993190.0557,64257
1679961600000,2023-03-28,BNBBUSD,310.8,315.8,307.1,313.5,92926.98,28899933.8469,72584
1679875200000,2023-03-27,BNBBUSD,328.9,329.9,306.2,310.8,167813.859,53047878.0058,114669
1679788800000,2023-03-26,BNBBUSD,322.7,329.8,322.1,328.9,48391.69,15815504.1848,44760
1679702400000,2023-03-25,BNBBUSD,322.4,325.2,319.5,322.7,66348.888,21424072.2633,54612
1679616000000,2023-03-24,BNBBUSD,329.9,330.6,317.4,322.4,89143.811,28816567.4061,73234
1679529600000,2023-03-23,BNBBUSD,321.8,332.7,319.6,329.9,113590.05,37109612.3994,88398
1679443200000,2023-03-22,BNBBUSD,335.1,339.8,316.8,321.7,391952.547,128973582.182,223330
1679356800000,2023-03-21,BNBBUSD,333.3,340.2,328.0,335.0,181015.683,60684293.2899,123984
1679270400000,2023-03-20,BNBBUSD,337.6,339.8,332.5,333.3,208859.699,70364514.3104,144951
1679184000000,2023-03-19,BNBBUSD,331.9,342.5,331.3,337.5,177606.372,60024707.621,128719
1679097600000,2023-03-18,BNBBUSD,339.3,346.4,329.1,331.9,288810.885,97847006.9132,181790
1679011200000,2023-03-17,BNBBUSD,330.0,340.3,326.4,339.3,337637.605,112462455.8899,190234
1678924800000,2023-03-16,BNBBUSD,307.4,333.3,304.0,330.1,531933.602,170984147.6688,273945
1678838400000,2023-03-15,BNBBUSD,309.5,314.0,300.9,307.3,209880.535,64735932.5185,151524
1678752000000,2023-03-14,BNBBUSD,308.9,320.4,303.3,309.5,347464.6,108366715.0093,214712
1678665600000,2023-03-13,BNBBUSD,289.2,314.3,287.4,308.8,487689.451,147535190.8786,276755
1678579200000,2023-03-12,BNBBUSD,277.8,289.6,275.0,289.2,183595.923,51610401.8223,109326
1678492800000,2023-03-11,BNBBUSD,278.2,284.4,273.1,277.9,203723.432,56557214.929,117481
1678406400000,2023-03-10,BNBBUSD,277.1,278.9,265.1,278.2,256464.318,69821767.1043,128908
1678320000000,2023-03-09,BNBBUSD,287.1,291.3,271.4,277.0,232853.836,65725775.2567,109346
1678233600000,2023-03-08,BNBBUSD,289.1,294.1,285.2,287.1,168749.729,48760389.8161,90958
1678147200000,2023-03-07,BNBBUSD,287.9,290.4,283.4,289.2,129569.536,37197454.0384,73295
1678060800000,2023-03-06,BNBBUSD,288.7,289.7,283.0,287.9,114334.779,32740138.8372,66539
1677974400000,2023-03-05,BNBBUSD,289.5,292.7,287.5,288.7,73784.273,21425105.4023,50033
1677888000000,2023-03-04,BNBBUSD,290.5,291.4,285.9,289.6,60845.195,17605160.3692,45434
1677801600000,2023-03-03,BNBBUSD,299.9,300.1,286.7,290.5,169770.597,49286591.2526,93666
1677715200000,2023-03-02,BNBBUSD,302.7,303.8,295.8,299.8,114865.026,34352021.6696,76148
1677628800000,2023-03-01,BNBBUSD,301.5,306.3,300.6,302.8,108628.54,32948565.078,72311
1677542400000,2023-02-28,BNBBUSD,304.6,305.7,300.1,301.4,90335.143,27369852.2795,68431
1677456000000,2023-02-27,BNBBUSD,308.6,309.4,300.5,304.7,136920.49,41752882.7437,85146
1677369600000,2023-02-26,BNBBUSD,302.3,309.7,300.8,308.7,94593.375,28878641.7062,63239
1677283200000,2023-02-25,BNBBUSD,302.3,303.0,295.6,302.4,101836.095,30591721.0181,79357
1677196800000,2023-02-24,BNBBUSD,308.4,311.9,298.6,302.3,170596.246,52084433.4263,113096
1677110400000,2023-02-23,BNBBUSD,312.4,315.2,305.9,308.4,162827.391,50507417.8589,102213
1677024000000,2023-02-22,BNBBUSD,311.6,312.8,303.4,312.4,212384.964,65267214.4281,131339
1676937600000,2023-02-21,BNBBUSD,315.5,317.4,309.5,311.6,210692.643,66082807.8292,121979
1676851200000,2023-02-20,BNBBUSD,311.6,319.7,308.2,315.5,249553.672,78818640.2296,141370
1676764800000,2023-02-19,BNBBUSD,316.5,318.8,310.4,311.6,186170.565,58652933.3249,118813
1676678400000,2023-02-18,BNBBUSD,313.2,319.1,313.1,316.5,150985.538,47715381.7159,93037
1676592000000,2023-02-17,BNBBUSD,304.4,317.2,303.0,313.2,293875.117,91174151.1817,151807
1676505600000,2023-02-16,BNBBUSD,317.5,327.6,304.1,304.4,513274.125,163852482.3915,255843
1676419200000,2023-02-15,BNBBUSD,296.2,317.7,294.2,317.4,329167.203,100569431.698,144613
1676332800000,2023-02-14,BNBBUSD,294.5,301.7,290.2,296.2,317098.341,93594539.1024,152176
1676246400000,2023-02-13,BNBBUSD,312.7,315.7,283.2,294.6,935718.14,277088688.1146,345497
1676160000000,2023-02-12,BNBBUSD,310.5,320.9,306.3,312.8,248044.137,77958561.1777,111097
1676073600000,2023-02-11,BNBBUSD,305.8,311.4,305.2,310.6,134828.071,41569848.959,75698
1675987200000,2023-02-10,BNBBUSD,306.2,309.3,303.0,305.9,206603.027,63311194.2115,113473
1675900800000,2023-02-09,BNBBUSD,328.2,329.2,302.2,306.2,413013.834,130703824.9164,205022
1675814400000,2023-02-08,BNBBUSD,333.1,335.8,323.6,328.2,232523.538,76691723.0573,126825
1675728000000,2023-02-07,BNBBUSD,324.4,333.7,323.5,333.0,224912.249,74028496.1427,123294
1675641600000,2023-02-06,BNBBUSD,327.8,331.3,320.7,324.4,239956.474,78466129.3963,122331
1675555200000,2023-02-05,BNBBUSD,330.4,337.8,324.3,327.8,381455.707,125817792.4244,178105
1675468800000,2023-02-04,BNBBUSD,332.3,334.0,327.1,330.4,185851.033,61428106.9759,98748
1675382400000,2023-02-03,BNBBUSD,323.6,335.5,318.5,332.3,506644.193,166415442.636,210430
1675296000000,2023-02-02,BNBBUSD,317.0,334.4,316.3,323.5,599481.92,196259002.8445,234582
1675209600000,2023-02-01,BNBBUSD,312.0,319.5,305.7,317.0,359000.76,111923804.1213,171528
